timestamp,headQuat,headEuler,headForw,headLatLon,headTilt,headUV
4.146588,"(-0.15207130,0.8244116,-0.1152217, -0.53286380)","(20.61255000,244.3229, 352.14340000)","(-0.84355440,-0.3520468, -0.40556040)","(-20.61255000, -115.67710000)",-7.350791,"(0.17551710, 0.61062550)"
4.160563,"(-0.15025110,0.829168,-0.113586, -0.52631100)","(20.27469000,243.3882, 352.05840000)","(-0.83866760,-0.3465214, -0.42019000)","(-20.27469000, -116.61180000)",-7.446661,"(0.17285490, 0.60871140)"
4.177927,"(-0.14862090,0.8336749,-0.112242, -0.51990360)","(19.97949000,242.4831, 351.98180000)","(-0.83349820,-0.3416837, -0.43420410)","(-19.97949000, -117.51690000)",-7.532728,"(0.17027960, 0.60703960)"
4.186755,"(-0.14700240,0.8378451,-0.1110841, -0.51387380)","(19.70782000,241.6398, 351.92970000)","(-0.82843410,-0.3372238, -0.44718820)","(-19.70782000, -118.36010000)",-7.594659,"(0.16788550, 0.60554440)"
4.200603,"(-0.14539750,0.8416049,-0.1099813, -0.50839440)","(19.44854000,240.8796, 351.89720000)","(-0.82375250,-0.3329602, -0.45887850)","(-19.44855000, -119.12040000)",-7.637588,"(0.16580280, 0.60406270)"
4.213161,"(-0.14358580,0.8452013,-0.1088059, -0.50316920)","(19.17301000,240.1611, 351.89160000)","(-0.81931250,-0.3284217, -0.46996410)","(-19.17301000, -119.83890000)",-7.65581,"(0.16385160, 0.60253610)"
4.226666,"(-0.14196760,0.848417,-0.1078855, -0.49839190)","(18.93981000,239.509, 351.89480000)","(-0.81505580,-0.3245747, -0.47993260)","(-18.93981000, -120.49100000)",-7.663599,"(0.16207740, 0.60127720)"
4.241802,"(-0.14029740,0.8514283,-0.1068254, -0.49393810)","(18.69345000,238.9041, 351.90560000)","(-0.81113110,-0.3205048, -0.48922690)","(-18.69346000, -121.09590000)",-7.664725,"(0.16049210, 0.59990700)"
4.255046,"(-0.13889410,0.8541006,-0.1059031, -0.48990320)","(18.48118000,238.3577, 351.90850000)","(-0.80743450,-0.3169931, -0.49755880)","(-18.48118000, -121.64230000)",-7.671558,"(0.15900450, 0.59871560)"
4.266331,"(-0.13772960,0.8564709,-0.1047896, -0.48632010)","(18.26787000,237.871, 351.88780000)","(-0.80417280,-0.3134599, -0.50502370)","(-18.26787000, -122.12900000)",-7.700795,"(0.15764910, 0.59752790)"
4.280042,"(-0.13684040,0.858691,-0.1038942, -0.48283580)","(18.09352000,237.3984, 351.85460000)","(-0.80077970,-0.3105689, -0.51215120)","(-18.09352000, -122.60160000)",-7.740071,"(0.15630000, 0.59656110)"
4.293055,"(-0.13612010,0.860724,-0.1030643, -0.47958650)","(17.93769000,236.9581, 351.81390000)","(-0.79752500,-0.3079825, -0.51874910)","(-17.93769000, -123.04190000)",-7.785632,"(0.15505080, 0.59567080)"
4.306443,"(-0.13533390,0.862593,-0.1025325, -0.47655550)","(17.81086000,236.5519, 351.80250000)","(-0.79439470,-0.3058758, -0.52476380)","(-17.81086000, -123.44810000)",-7.802051,"(0.15393700, 0.59495140)"
4.319572,"(-0.13484880,0.8643705,-0.1020856, -0.47355890)","(17.70988000,236.1487, 351.76580000)","(-0.79112840,-0.3041973, -0.53064100)","(-17.70988000, -123.85130000)",-7.841399,"(0.15278770, 0.59437390)"
4.338273,"(-0.13454910,0.8659763,-0.1017298, -0.47077910)","(17.63048000,235.7742, 351.71990000)","(-0.78799170,-0.3028769, -0.53603670)","(-17.63047000, -124.22580000)",-7.888567,"(0.15169870, 0.59392060)"
4.346566,"(-0.13426290,0.8674778,-0.1015451, -0.46812850)","(17.57061000,235.4192, 351.68500000)","(-0.78491470,-0.3018809, -0.54108850)","(-17.57061000, -124.58080000)",-7.924467,"(0.15067390, 0.59358640)"
4.35993,"(-0.13401580,0.8689618,-0.1013555, -0.46548060)","(17.51237000,235.0647, 351.64620000)","(-0.78180320,-0.3009116, -0.54610970)","(-17.51237000, -124.93530000)",-7.964003,"(0.14964490, 0.59328030)"
4.372901,"(-0.13353400,0.8704388,-0.101167, -0.46289330)","(17.44219000,234.7219, 351.63390000)","(-0.77882210,-0.2997434, -0.55099010)","(-17.44219000, -125.27810000)",-7.978827,"(0.14869050, 0.59286680)"
4.386695,"(-0.13323820,0.8719128,-0.1010114, -0.46023070)","(17.38475000,234.3677, 351.60260000)","(-0.77564500,-0.2987869, -0.55596880)","(-17.38476000, -125.63230000)",-8.011213,"(0.14767340, 0.59252080)"
4.400455,"(-0.13289900,0.8734522,-0.100653, -0.45748010)","(17.30321000,234.0017, 351.56380000)","(-0.77242060,-0.2974284, -0.56116190)","(-17.30321000, -125.99830000)",-8.051764,"(0.14661600, 0.59204490)"
4.412972,"(-0.13263020,0.875096,-0.1004028, -0.45446190)","(17.23400000,233.6006, 351.51840000)","(-0.76876260,-0.2962749, -0.56676750)","(-17.23400000, -126.39940000)",-8.098127,"(0.14544700, 0.59164120)"
4.426563,"(-0.13244450,0.8768772,-0.10029, -0.45109490)","(17.17997000,233.154, 351.46480000)","(-0.76454400,-0.2953741, -0.57291050)","(-17.17997000, -126.84600000)",-8.151698,"(0.14413410, 0.59132740)"
4.440776,"(-0.13229780,0.8787649,-0.1003272, -0.44744170)","(17.14070000,232.6708, 351.40950000)","(-0.75984600,-0.2947192, -0.57946090)","(-17.14070000, -127.32930000)",-8.20619,"(0.14271250, 0.59110630)"
4.453213,"(-0.13207790,0.8807535,-0.1004204, -0.44355880)","(17.10117000,232.1595, 351.36070000)","(-0.75480530,-0.2940599, -0.58634260)","(-17.10117000, -127.84050000)",-8.254547,"(0.14125250, 0.59086750)"
4.468063,"(-0.13186460,0.8828192,-0.1008499, -0.43939890)","(17.09439000,231.6146, 351.32300000)","(-0.74922250,-0.2939467, -0.59351600)","(-17.09439000, -128.38540000)",-8.290861,"(0.13970320, 0.59080970)"
4.480363,"(-0.13145620,0.8849741,-0.1012889, -0.43506390)","(17.07719000,231.0504, 351.30330000)","(-0.74341050,-0.2936598, -0.60091990)","(-17.07719000, -128.94960000)",-8.310425,"(0.13809880, 0.59069320)"
4.498451,"(-0.13098110,0.8871534,-0.1016214, -0.43066910)","(17.04523000,230.48, 351.28460000)","(-0.73751830,-0.2931265, -0.60839460)","(-17.04522000, -129.51990000)",-8.329753,"(0.13648010, 0.59051130)"
4.506787,"(-0.13044340,0.8893405,-0.1019645, -0.42621740)","(17.01109000,229.9045, 351.27230000)","(-0.73150360,-0.2925567, -0.61588390)","(-17.01109000, -130.09540000)",-8.342991,"(0.13485480, 0.59033610)"
4.519837,"(-0.12997430,0.8915428,-0.1018457, -0.42176490)","(16.93201000,229.3274, 351.23080000)","(-0.72556830,-0.2912368, -0.62348380)","(-16.93201000, -130.67260000)",-8.386233,"(0.13323690, 0.58987270)"
4.532971,"(-0.12938810,0.8938865,-0.1015526, -0.41702840)","(16.82623000,228.7156, 351.18910000)","(-0.71927270,-0.28947, -0.63154880)","(-16.82623000, -131.28440000)",-8.430817,"(0.13152370, 0.58927920)"
4.546441,"(-0.12890230,0.8963524,-0.1014825, -0.41187120)","(16.74487000,228.0508, 351.14010000)","(-0.71220090,-0.2881105, -0.64012690)","(-16.74487000, -131.94920000)",-8.481376,"(0.12959490, 0.58879360)"
4.560447,"(-0.12856130,0.8988757,-0.1017148, -0.40638470)","(16.69929000,227.3446, 351.08400000)","(-0.70442550,-0.2873486, -0.64901110)","(-16.69929000, -132.65540000)",-8.537113,"(0.12753520, 0.58853070)"
4.57302,"(-0.12841740,0.9014149,-0.1025615, -0.40055110)","(16.72488000,226.5952, 351.02810000)","(-0.69578420,-0.2877765, -0.65807980)","(-16.72488000, -133.40480000)",-8.589382,"(0.12540400, 0.58863740)"
4.586574,"(-0.12843100,0.9040019,-0.103888, -0.39432640)","(16.80513000,225.797, 350.96860000)","(-0.68625880,-0.2891175, -0.66742790)","(-16.80513000, -134.20300000)",-8.642679,"(0.12310350, 0.58906020)"
4.600662,"(-0.12835500,0.9066418,-0.1053813, -0.38784070)","(16.89680000,224.9688, 350.91990000)","(-0.67621270,-0.2906488, -0.67694890)","(-16.89680000, -135.03120000)",-8.684938,"(0.12069310, 0.58953970)"
4.613282,"(-0.12802290,0.9093214,-0.1068077, -0.38123060)","(16.96919000,224.1301, 350.89280000)","(-0.66597470,-0.2918575, -0.68651060)","(-16.96919000, -135.86990000)",-8.707571,"(0.11831190, 0.58994090)"
4.626693,"(-0.12735750,0.9121064,-0.108347, -0.37430330)","(17.03696000,223.258, 350.90000000)","(-0.65521120,-0.2929886, -0.69631600)","(-17.03696000, -136.74200000)",-8.697504,"(0.11591240, 0.59031450)"
4.640762,"(-0.12640540,0.914988,-0.1095664, -0.36716990)","(17.05733000,222.3652, 350.92070000)","(-0.64421260,-0.2933283, -0.70636280)","(-17.05733000, -137.63480000)",-8.676747,"(0.11344220, 0.59041980)"
4.658577,"(-0.12519580,0.9179019,-0.1108711, -0.35984680)","(17.07601000,221.455, 350.96950000)","(-0.63284700,-0.2936402, -0.71643590)","(-17.07601000, -138.54500000)",-8.629329,"(0.11096410, 0.59056480)"
4.668223,"(-0.12395010,0.9207315,-0.1121067, -0.35259310)","(17.08849000,220.5567, 351.02030000)","(-0.62149600,-0.2938483, -0.72622040)","(-17.08849000, -139.44320000)",-8.580185,"(0.10856130, 0.59065230)"
4.679826,"(-0.12270100,0.9235494,-0.11322, -0.34522780)","(17.08847000,219.6469, 351.06440000)","(-0.60988550,-0.2938481, -0.73599820)","(-17.08847000, -140.35310000)",-8.538125,"(0.10608920, 0.59064790)"
4.693529,"(-0.12162640,0.9262887,-0.1142513, -0.33785050)","(17.08814000,218.7355, 351.08530000)","(-0.59810220,-0.2938426, -0.74560740)","(-17.08814000, -141.26450000)",-8.518136,"(0.10358120, 0.59066990)"
4.706622,"(-0.12037290,0.9289687,-0.1152493, -0.33052240)","(17.07948000,217.8355, 351.12590000)","(-0.58634420,-0.293698, -0.75494500)","(-17.07948000, -142.16450000)",-8.479777,"(0.10114470, 0.59064510)"
4.719664,"(-0.11923900,0.9315673,-0.1162195, -0.32319900)","(17.07410000,216.9368, 351.15200000)","(-0.57444740,-0.2936083, -0.76407090)","(-17.07411000, -143.06330000)",-8.4551,"(0.09868884, 0.59060100)"
4.733303,"(-0.11822400,0.9340033,-0.117017, -0.31617710)","(17.05850000,216.0761, 351.16410000)","(-0.56295250,-0.2933479, -0.77267810)","(-17.05850000, -143.92390000)",-8.444246,"(0.09631681, 0.59053570)"
4.746309,"(-0.11736020,0.9363509,-0.1175444, -0.30928440)","(17.02093000,215.2311, 351.15230000)","(-0.55160740,-0.2927211, -0.78105300)","(-17.02093000, -144.76890000)",-8.457213,"(0.09393984, 0.59034500)"
4.760368,"(-0.11657350,0.9385729,-0.1180403, -0.30258570)","(16.98527000,214.4111, 351.13460000)","(-0.54047670,-0.2921258, -0.78901680)","(-16.98527000, -145.58890000)",-8.47577,"(0.09165651, 0.59011260)"
4.77304,"(-0.11568880,0.9407688,-0.1183093, -0.29592730)","(16.92229000,213.5996, 351.12190000)","(-0.52942440,-0.2910743, -0.79685980)","(-16.92229000, -146.40040000)",-8.490817,"(0.08940434, 0.58976340)"
4.787012,"(-0.11481670,0.9428387,-0.1184148, -0.28956930)","(16.84520000,212.8269, 351.10870000)","(-0.51884220,-0.2897869, -0.80425520)","(-16.84520000, -147.17310000)",-8.506923,"(0.08724993, 0.58935430)"
4.800249,"(-0.11406150,0.9447986,-0.1185752, -0.28334700)","(16.77998000,212.071, 351.08720000)","(-0.50836210,-0.2886972, -0.81130870)","(-16.77998000, -147.92900000)",-8.530416,"(0.08511746, 0.58896580)"
4.81847,"(-0.11347860,0.9466398,-0.118603, -0.27736100)","(16.70821000,211.3433, 351.04690000)","(-0.49820410,-0.2874977, -0.81800850)","(-16.70821000, -148.65670000)",-8.572124,"(0.08306676, 0.58854500)"
4.826741,"(-0.11325510,0.9482915,-0.1188197, -0.27165870)","(16.67155000,210.6462, 350.97680000)","(-0.48830930,-0.2868849, -0.82416680)","(-16.67155000, -149.35380000)",-8.640906,"(0.08104998, 0.58833230)"
4.839754,"(-0.11305910,0.9498467,-0.1189808, -0.26618130)","(16.63151000,209.9777, 350.90630000)","(-0.47875920,-0.2862154, -0.82998220)","(-16.63151000, -150.02230000)",-8.710209,"(0.07908046, 0.58807680)"
4.853091,"(-0.11265260,0.9513845,-0.1192281, -0.26069450)","(16.59467000,209.3123, 350.86260000)","(-0.46917860,-0.2855993, -0.83564600)","(-16.59468000, -150.68770000)",-8.753716,"(0.07717615, 0.58784530)"
4.866699,"(-0.11197700,0.9528928,-0.1194734, -0.25530870)","(16.55096000,208.6646, 350.85190000)","(-0.45980710,-0.2848681, -0.84108720)","(-16.55096000, -151.33540000)",-8.765938,"(0.07538652, 0.58760140)"
4.881192,"(-0.11120190,0.9543822,-0.1196427, -0.24994850)","(16.49665000,208.0228, 350.85150000)","(-0.45048390,-0.2839592, -0.84642270)","(-16.49665000, -151.97720000)",-8.768917,"(0.07362652, 0.58732250)"
4.893451,"(-0.11064600,0.9557633,-0.1198896, -0.24474540)","(16.45919000,207.3977, 350.83100000)","(-0.44130680,-0.2833324, -0.85145220)","(-16.45919000, -152.60230000)",-8.790262,"(0.07184446, 0.58708500)"
4.906615,"(-0.11008040,0.9571201,-0.1200952, -0.23954250)","(16.41717000,206.7737, 350.81080000)","(-0.43210160,-0.282629, -0.85639300)","(-16.41717000, -153.22630000)",-8.811512,"(0.07006907, 0.58684850)"
4.919594,"(-0.10950330,0.9583938,-0.1203165, -0.23455150)","(16.37897000,206.1765, 350.79630000)","(-0.42323530,-0.2819894, -0.86101910)","(-16.37897000, -153.82350000)",-8.827147,"(0.06842673, 0.58663180)"
4.933213,"(-0.10893210,0.9596553,-0.1205426, -0.22948840)","(16.34115000,205.5713, 350.78030000)","(-0.41419750,-0.281356, -0.86560920)","(-16.34115000, -154.42870000)",-8.844223,"(0.06674051, 0.58641870)"
4.946455,"(-0.10830660,0.9608676,-0.1207701, -0.22453900)","(16.30356000,204.9816, 350.77280000)","(-0.40534400,-0.2807263, -0.86999370)","(-16.30356000, -155.01840000)",-8.85306,"(0.06508970, 0.58619370)"
4.960551,"(-0.10767580,0.9620179,-0.1212108, -0.21962580)","(16.29068000,204.3965, 350.77170000)","(-0.39646490,-0.2805106, -0.87414500)","(-16.29068000, -155.60350000)",-8.854746,"(0.06345546, 0.58612440)"
4.978057,"(-0.10718470,0.963087,-0.1217158, -0.21484930)","(16.29022000,203.8262, 350.75810000)","(-0.38774500,-0.2805029, -0.87805010)","(-16.29022000, -156.17380000)",-8.867804,"(0.06185484, 0.58612980)"
4.986131,"(-0.10679660,0.9640651,-0.1222718, -0.21029180)","(16.30037000,203.281, 350.73720000)","(-0.37935340,-0.2806729, -0.88165400)","(-16.30037000, -156.71900000)",-8.887344,"(0.06032509, 0.58617140)"
5.000477,"(-0.10646160,0.9649648,-0.1229153, -0.20591430)","(16.32359000,202.7569, 350.71490000)","(-0.37122860,-0.2810619, -0.88498220)","(-16.32359000, -157.24310000)",-8.907724,"(0.05884135, 0.58627400)"
5.013093,"(-0.10595700,0.965863,-0.1233611, -0.20165270)","(16.32187000,202.2505, 350.70990000)","(-0.36339580,-0.2810329, -0.88823640)","(-16.32187000, -157.74950000)",-8.912597,"(0.05742943, 0.58626170)"
5.026319,"(-0.10551840,0.9666689,-0.1238287, -0.19769550)","(16.32728000,201.78, 350.70270000)","(-0.35607980,-0.2811237, -0.89116580)","(-16.32728000, -158.22000000)",-8.919208,"(0.05610418, 0.58630320)"
5.04059,"(-0.10499820,0.9674419,-0.1242744, -0.19387470)","(16.33002000,201.3276, 350.70680000)","(-0.34902790,-0.2811695, -0.89393690)","(-16.33002000, -158.67240000)",-8.915154,"(0.05484974, 0.58634210)"
5.053479,"(-0.10442630,0.9682052,-0.1246536, -0.19009290)","(16.32478000,200.8813, 350.71620000)","(-0.34206360,-0.2810819, -0.89665230)","(-16.32478000, -159.11870000)",-8.906401,"(0.05359966, 0.58629860)"
5.066765,"(-0.10394840,0.9688395,-0.1251159, -0.18679110)","(16.33588000,200.4911, 350.72430000)","(-0.33593010,-0.2812678, -0.89891060)","(-16.33588000, -159.50890000)",-8.898059,"(0.05253351, 0.58635540)"
5.081355,"(-0.10352380,0.969436,-0.1255258, -0.18362990)","(16.34369000,200.1173, 350.72750000)","(-0.33004500,-0.2813985, -0.90104660)","(-16.34369000, -159.88270000)",-8.894681,"(0.05150402, 0.58639950)"
5.093543,"(-0.10314480,0.9699731,-0.1258869, -0.18073670)","(16.34962000,199.7753, 350.72890000)","(-0.32465040,-0.2814979, -0.90297360)","(-16.34962000, -160.22470000)",-8.893067,"(0.05056047, 0.58643840)"
5.106767,"(-0.10269800,0.9705072,-0.1259686, -0.17804720)","(16.32450000,199.4601, 350.73670000)","(-0.31971870,-0.281077, -0.90486220)","(-16.32450000, -160.53990000)",-8.886703,"(0.04970527, 0.58631210)"
5.119828,"(-0.10237540,0.970979,-0.1261233, -0.17553340)","(16.31195000,199.1637, 350.73430000)","(-0.31505460,-0.2808668, -0.90656180)","(-16.31194000, -160.83630000)",-8.889599,"(0.04888064, 0.58624180)"
5.138711,"(-0.10217290,0.9714204,-0.1260185, -0.17326970)","(16.27458000,198.8966, 350.71770000)","(-0.31088410,-0.2802409, -0.90819390)","(-16.27458000, -161.10340000)",-8.907216,"(0.04811704, 0.58602000)"
5.146101,"(-0.10199870,0.9718667,-0.1257824, -0.17102660)","(16.22299000,198.6322, 350.69610000)","(-0.30677070,-0.2793764, -0.90985730)","(-16.22299000, -161.36780000)",-8.930346,"(0.04735565, 0.58572080)"
5.159482,"(-0.10183360,0.9723103,-0.1254876, -0.16880600)","(16.16509000,198.3709, 350.67290000)","(-0.30270600,-0.278406, -0.91151480)","(-16.16509000, -161.62910000)",-8.95515,"(0.04660052, 0.58538960)"
5.173165,"(-0.10184420,0.9727277,-0.1252171, -0.16658140)","(16.11314000,198.1062, 350.62990000)","(-0.29857130,-0.277535, -0.91314270)","(-16.11314000, -161.89380000)",-8.998922,"(0.04580665, 0.58508620)"
5.18681,"(-0.10176540,0.9731176,-0.1249362, -0.16455040)","(16.06015000,197.8664, 350.60050000)","(-0.29482550,-0.2766463, -0.91462830)","(-16.06015000, -162.13360000)",-9.02946,"(0.04512417, 0.58477990)"
5.199999,"(-0.10172660,0.9735007,-0.1246416, -0.16251980)","(16.00627000,197.6263, 350.56650000)","(-0.29106750,-0.2757425, -0.91610370)","(-16.00627000, -162.37370000)",-9.064643,"(0.04442841, 0.58447100)"
5.213268,"(-0.10148830,0.9738736,-0.1243387, -0.16065560)","(15.94948000,197.4093, 350.55870000)","(-0.28767870,-0.2747896, -0.91745940)","(-15.94948000, -162.59070000)",-9.074696,"(0.04383135, 0.58415910)"
5.226304,"(-0.10125570,0.9741794,-0.1243392, -0.15893900)","(15.92890000,197.2085, 350.55750000)","(-0.28449010,-0.2744443, -0.91855630)","(-15.92890000, -162.79150000)",-9.076731,"(0.04328030, 0.58405240)"
5.240355,"(-0.10099400,0.9744422,-0.1242714, -0.15754110)","(15.90314000,197.0465, 350.56410000)","(-0.28192800,-0.274012, -0.91947500)","(-15.90314000, -162.95350000)",-9.071707,"(0.04284108, 0.58390270)"
5.253207,"(-0.10070960,0.9746645,-0.1243595, -0.15627350)","(15.89612000,196.8996, 350.57780000)","(-0.27958010,-0.2738941, -0.92022670)","(-15.89612000, -163.10040000)",-9.058788,"(0.04245186, 0.58386530)"
5.266922,"(-0.10042850,0.9747994,-0.1245839, -0.15543210)","(15.90888000,196.8028, 350.60020000)","(-0.27800660,-0.2741083, -0.92063950)","(-15.90888000, -163.19720000)",-9.036637,"(0.04221034, 0.58394320)"
5.280956,"(-0.10001850,0.9749196,-0.124689, -0.15485760)","(15.90843000,196.7404, 350.64040000)","(-0.27700500,-0.2741007, -0.92094360)","(-15.90843000, -163.25960000)",-8.998092,"(0.04209137, 0.58395720)"
5.299505,"(-0.09934881,0.9750043,-0.1248203, -0.15464900)","(15.91012000,196.7257, 350.71740000)","(-0.27676550,-0.2741291, -0.92100720)","(-15.91012000, -163.27430000)",-8.923986,"(0.04215485, 0.58400020)"
5.306648,"(-0.09846787,0.975098,-0.1247706, -0.15466200)","(15.88966000,196.7416, 350.82020000)","(-0.27704940,-0.2737857, -0.92102390)","(-15.88966000, -163.25840000)",-8.826146,"(0.04234254, 0.58393260)"
5.320239,"(-0.09749362,0.9751217,-0.1248411, -0.15507240)","(15.88502000,196.8057, 350.94230000)","(-0.27808650,-0.2737077, -0.92073460)","(-15.88502000, -163.19430000)",-8.709037,"(0.04268813, 0.58396210)"
5.333282,"(-0.09656215,0.9751161,-0.1249205, -0.15562530)","(15.88331000,196.8861, 351.06180000)","(-0.27938020,-0.2736791, -0.92035130)","(-15.88331000, -163.11390000)",-8.594297,"(0.04307508, 0.58400730)"
5.346183,"(-0.09581435,0.9750296,-0.1250814, -0.15649730)","(15.89681000,197.0012, 351.16630000)","(-0.28120990,-0.2739056, -0.91972640)","(-15.89681000, -162.99880000)",-8.493315,"(0.04353577, 0.58413210)"
5.360247,"(-0.09522404,0.9748936,-0.1252877, -0.15753770)","(15.91954000,197.1337, 351.25590000)","(-0.28330410,-0.2742871, -0.91897020)","(-15.91953000, -162.86630000)",-8.406278,"(0.04401624, 0.58428470)"
5.372874,"(-0.09475931,0.9747073,-0.1254787, -0.15881260)","(15.94461000,197.2923, 351.33440000)","(-0.28581090,-0.2747079, -0.91806730)","(-15.94461000, -162.70770000)",-8.329753,"(0.04455429, 0.58445020)"
5.386524,"(-0.09436637,0.9744696,-0.1258549, -0.16020150)","(15.99293000,197.4627, 351.40950000)","(-0.28847010,-0.2755187, -0.91699200)","(-15.99293000, -162.53730000)",-8.25564,"(0.04511529, 0.58474470)"
5.400526,"(-0.09415945,0.9742109,-0.1261912, -0.16162610)","(16.04015000,197.6346, 351.46290000)","(-0.29115160,-0.276311, -0.91590560)","(-16.04015000, -162.36540000)",-8.202385,"(0.04565096, 0.58502640)"
5.413331,"(-0.09415212,0.9739088,-0.1266055, -0.16312010)","(16.10035000,197.8114, 351.49550000)","(-0.29388790,-0.2773206, -0.91472580)","(-16.10035000, -162.18860000)",-8.168612,"(0.04616874, 0.58537350)"
5.426518,"(-0.09434103,0.9735653,-0.1267558, -0.16493440)","(16.13671000,198.0245, 351.50630000)","(-0.29723220,-0.2779302, -0.91345920)","(-16.13671000, -161.97550000)",-8.156731,"(0.04678226, 0.58557650)"
5.440644,"(-0.09484297,0.9731236,-0.1269082, -0.16712160)","(16.18236000,198.2771, 351.48690000)","(-0.30118720,-0.2786954, -0.91192920)","(-16.18236000, -161.72290000)",-8.173419,"(0.04745668, 0.58582290)"
5.458469,"(-0.09557454,0.9725717,-0.127121, -0.16973510)","(16.24309000,198.5769, 351.44910000)","(-0.30586010,-0.2797133, -0.91006060)","(-16.24309000, -161.42310000)",-8.207123,"(0.04823428, 0.58614920)"
5.466688,"(-0.09681946,0.9718245,-0.1273279, -0.17312090)","(16.32011000,198.9609, 351.36460000)","(-0.31183060,-0.2810036, -0.90763370)","(-16.32011000, -161.03910000)",-8.284939,"(0.04918081, 0.58655740)"
5.480231,"(-0.09849622,0.9708951,-0.1273536, -0.17731970)","(16.39302000,199.4362, 351.24060000)","(-0.31923000,-0.2822246, -0.90467760)","(-16.39302000, -160.56380000)",-8.400645,"(0.05031121, 0.58689640)"
5.494743,"(-0.10070200,0.9697154,-0.1274318, -0.18240690)","(16.49207000,200.0096, 351.07150000)","(-0.32810020,-0.2838826, -0.90097770)","(-16.49207000, -159.99040000)",-8.558297,"(0.05164289, 0.58736820)"
5.506349,"(-0.10378660,0.9681019,-0.1276891, -0.18895120)","(16.64574000,200.7435, 350.82930000)","(-0.33934310,-0.2864533, -0.89598600)","(-16.64574000, -159.25650000)",-8.783331,"(0.05331779, 0.58811940)"
5.520411,"(-0.10724210,0.9661349,-0.1278625, -0.19680870)","(16.81468000,201.6307, 350.56670000)","(-0.35286300,-0.2892771, -0.88983510)","(-16.81468000, -158.36930000)",-9.026521,"(0.05541587, 0.58895940)"
5.532941,"(-0.11064990,0.9639276,-0.1281474, -0.20537400)","(17.00762000,202.6054, 350.32670000)","(-0.36757230,-0.2924988, -0.88279950)","(-17.00762000, -157.39460000)",-9.246414,"(0.05774212, 0.58989780)"
5.546872,"(-0.11379340,0.9613333,-0.1288918, -0.21511970)","(17.26397000,203.7282, 350.15180000)","(-0.38426950,-0.2967744, -0.87422120)","(-17.26396000, -156.27180000)",-9.400361,"(0.06056726, 0.59124430)"
5.560238,"(-0.11649960,0.9585487,-0.1295158, -0.22547250)","(17.50742000,204.936, 350.04070000)","(-0.40207570,-0.3008294, -0.86477570)","(-17.50742000, -155.06400000)",-9.493533,"(0.06372833, 0.59253320)"
5.573092,"(-0.11889320,0.9555606,-0.1304956, -0.23609140)","(17.79018000,206.185, 349.98430000)","(-0.42016930,-0.3055322, -0.85446350)","(-17.79019000, -153.81510000)",-9.532174,"(0.06704712, 0.59407710)"
5.586953,"(-0.12114110,0.9524589,-0.1316027, -0.24663240)","(18.08617000,207.4317, 349.95220000)","(-0.43792940,-0.310447, -0.84370630)","(-18.08617000, -152.56820000)",-9.546558,"(0.07041860, 0.59569460)"
5.600718,"(-0.12327060,0.9493861,-0.1328877, -0.25653700)","(18.39525000,208.6077, 349.93220000)","(-0.45434310,-0.3155704, -0.83305930)","(-18.39525000, -151.39230000)",-9.548452,"(0.07356942, 0.59739700)"
5.619054,"(-0.12494480,0.9464074,-0.1342966, -0.26583110)","(18.70085000,209.7215, 349.96210000)","(-0.46960970,-0.3206271, -0.82259650)","(-18.70085000, -150.27850000)",-9.502867,"(0.07666802, 0.59911080)"
5.626763,"(-0.12629190,0.9435661,-0.136051, -0.27426900)","(19.02751000,210.7402, 350.02830000)","(-0.48321760,-0.3260221, -0.81253320)","(-19.02751000, -149.25980000)",-9.421727,"(0.07947612, 0.60094270)"
5.64028,"(-0.12711430,0.9409487,-0.1382308, -0.28169090)","(19.37503000,211.6471, 350.15260000)","(-0.49497110,-0.33175, -0.80308510)","(-19.37503000, -148.35290000)",-9.284614,"(0.08213079, 0.60291590)"
5.653869,"(-0.12774190,0.9385659,-0.1406862, -0.28806850)","(19.73579000,212.4323, 350.29120000)","(-0.50479950,-0.3376833, -0.79444800)","(-19.73579000, -147.56770000)",-9.133403,"(0.08443540, 0.60500350)"
5.666774,"(-0.12845620,0.9362298,-0.1430845, -0.29410810)","(20.08903000,213.1778, 350.41600000)","(-0.51394540,-0.34348, -0.78605460)","(-20.08903000, -146.82220000)",-8.995909,"(0.08659279, 0.60698680)"
5.680002,"(-0.12941960,0.9340007,-0.1455827, -0.29949790)","(20.45493000,213.8412, 350.50550000)","(-0.52178000,-0.3494705, -0.77821330)","(-20.45493000, -146.15880000)",-8.890836,"(0.08849144, 0.60903810)"
5.693305,"(-0.13082390,0.9317597,-0.1479451, -0.30466570)","(20.81880000,214.4714, 350.53890000)","(-0.52904090,-0.3554137, -0.77058210)","(-20.81880000, -145.52860000)",-8.838223,"(0.09018749, 0.61108050)"
5.708029,"(-0.13294530,0.929416,-0.1501283, -0.30979490)","(21.18834000,215.0854, 350.48660000)","(-0.53593900,-0.3614348, -0.76297710)","(-21.18834000, -144.91460000)",-8.86488,"(0.09172904, 0.61311190)"
5.719474,"(-0.13547990,0.9268817,-0.1518697, -0.31539030)","(21.53002000,215.7519, 350.38630000)","(-0.54350850,-0.3669886, -0.75492910)","(-21.53001000, -144.24810000)",-8.937163,"(0.09337837, 0.61495970)"
