timestamp,headQuat,headEuler,headForw,headLatLon,headTilt,headUV
16.46717,"(-0.03857161,-0.9785696,0.2001066, 0.02951390)","(22.91466000,184.5582, 5.43874200)","(-0.07319967,-0.3893597, -0.91817250)","(-22.91466000, -175.44180000)",5.008403,"(0.02959359, 0.62418820)"
16.48622,"(-0.03562187,-0.9791809,0.1970031, 0.03355039)","(22.54525000,184.9529, 5.15473900)","(-0.07973904,-0.383413, -0.92012850)","(-22.54525000, -175.04710000)",4.759875,"(0.03020132, 0.62221340)"
16.49355,"(-0.03269484,-0.9797301,0.1940331, 0.03756594)","(22.19399000,185.3478, 4.87229500)","(-0.08629671,-0.3777437, -0.92187990)","(-22.19399000, -174.65220000)",4.51054,"(0.03082544, 0.62032330)"
16.50777,"(-0.03024139,-0.9802108,0.1912418, 0.04121732)","(21.86504000,185.7121, 4.63847100)","(-0.09237016,-0.3724215, -0.92345540)","(-21.86504000, -174.28790000)",4.304115,"(0.03142875, 0.61854820)"
16.51989,"(-0.02801573,-0.9806178,0.1886948, 0.04470118)","(21.56585000,186.0639, 4.42884700)","(-0.09824239,-0.3675704, -0.92479220)","(-21.56585000, -173.93610000)",4.118276,"(0.03203917, 0.61693390)"
16.53355,"(-0.02607303,-0.9809631,0.1863768, 0.04791036)","(21.29434000,186.3911, 4.24773200)","(-0.10371540,-0.3631593, -0.92593660)","(-21.29434000, -173.60890000)",3.957156,"(0.03263152, 0.61546800)"
16.54653,"(-0.02401024,-0.9812444,0.1843655, 0.05091421)","(21.06153000,186.6935, 4.04905900)","(-0.10877190,-0.3593703, -0.92683430)","(-21.06153000, -173.30650000)",3.778179,"(0.03315353, 0.61421850)"
16.56026,"(-0.02144975,-0.9815457,0.1821972, 0.05396319)","(20.81519000,186.9899, 3.78915200)","(-0.11375080,-0.3553548, -0.92778430)","(-20.81519000, -173.01010000)",3.541492,"(0.03358287, 0.61290210)"
16.57346,"(-0.01855613,-0.9817887,0.1802767, 0.05698351)","(20.60189000,187.278, 3.49004200)","(-0.11858200,-0.3518725, -0.92850670)","(-20.60188000, -172.72200000)",3.266566,"(0.03393298, 0.61177350)"
16.58683,"(-0.01597322,-0.981988,0.1785524, 0.05969531)","(20.41183000,187.5378, 3.22278000)","(-0.12294430,-0.3487656, -0.92911090)","(-20.41183000, -172.46220000)",3.020252,"(0.03423661, 0.61076800)"
16.60061,"(-0.01393921,-0.9821166,0.1771638, 0.06217477)","(20.25858000,187.7843, 3.01906000)","(-0.12706480,-0.3462576, -0.92949460)","(-20.25858000, -172.21570000)",2.832136,"(0.03460574, 0.60995530)"
16.61362,"(-0.01211104,-0.9821788,0.1760906, 0.06457745)","(20.14155000,188.0281, 2.84100100)","(-0.13111850,-0.3443407, -0.92964380)","(-20.14155000, -171.97190000)",2.667118,"(0.03500694, 0.60932310)"
16.62683,"(-0.00990365,-0.9822325,0.1750088, 0.06703097)","(20.02749000,188.2704, 2.61816500)","(-0.13514640,-0.342471, -0.92975750)","(-20.02749000, -171.72960000)",2.459732,"(0.03534091, 0.60871450)"
16.64601,"(-0.00715933,-0.9822688,0.1739239, 0.06962233)","(19.91850000,188.5184, 2.33365000)","(-0.13926600,-0.3406832, -0.92980640)","(-19.91850000, -171.48160000)",2.193923,"(0.03560293, 0.60813990)"
16.65373,"(-0.00447768,-0.9823387,0.1725671, 0.07218838)","(19.77895000,188.7638, 2.05308300)","(-0.14337230,-0.3383923, -0.93001880)","(-19.77895000, -171.23620000)",1.931784,"(0.03586471, 0.60739140)"
16.66706,"(-0.00213602,-0.9823726,0.1714144, 0.07454208)","(19.66178000,188.9923, 1.81050400)","(-0.14718850,-0.3364672, -0.93012110)","(-19.66178000, -171.00770000)",1.704906,"(0.03613883, 0.60676060)"
16.68077,"(-0.00037529,-0.9824374,0.1701661, 0.07655208)","(19.52983000,189.1914, 1.62890500)","(-0.15054300,-0.3342975, -0.93036670)","(-19.52983000, -170.80860000)",1.534931,"(0.03642291, 0.60604050)"
16.6949,"(0.00112772,-0.9825196,0.1687963, 0.07849749)","(19.38222000,189.3877, 1.47513500)","(-0.15386990,-0.3318684, -0.93069200)","(-19.38222000, -170.61230000)",1.391423,"(0.03674233, 0.60522990)"
16.70679,"(0.00253893,-0.9826487,0.1672777, 0.08008430)","(19.21762000,189.5424, 1.32305100)","(-0.15654010,-0.3291571, -0.93120970)","(-19.21762000, -170.45760000)",1.249292,"(0.03695536, 0.60432350)"
16.72,"(0.00421159,-0.9827669,0.1657525, 0.08171714)","(19.05530000,189.6978, 1.14038600)","(-0.15922160,-0.3264805, -0.93169700)","(-19.05529000, -170.30220000)",1.077927,"(0.03710973, 0.60343410)"
16.73371,"(0.00579155,-0.9829075,0.1641618, 0.08312735)","(18.88530000,189.8286, 0.96333630)","(-0.16151150,-0.3236747, -0.93228160)","(-18.88530000, -170.17140000)",0.9115012,"(0.03720540, 0.60250040)"
16.74641,"(0.00699810,-0.9830481,0.1627207, 0.08419846)","(18.72965000,189.927, 0.82540820)","(-0.16326480,-0.3211031, -0.93286520)","(-18.72965000, -170.07300000)",0.7813459,"(0.03727078, 0.60164320)"
16.76066,"(0.00778519,-0.9831861,0.1614833, 0.08489805)","(18.59388000,189.9903, 0.73212390)","(-0.16442680,-0.3188582, -0.93343090)","(-18.59389000, -170.00970000)",0.6937978,"(0.03730512, 0.60089370)"
16.7737,"(0.00829953,-0.9832548,0.1607274, 0.08548494)","(18.51126000,190.0476, 0.67423060)","(-0.16543900,-0.3174911, -0.93371790)","(-18.51126000, -169.95240000)",0.6388841,"(0.03737694, 0.60043760)"
16.7874,"(0.00871284,-0.9833251,0.1601885, 0.08564708)","(18.45303000,190.0568, 0.62240250)","(-0.16564640,-0.3165272, -0.93400840)","(-18.45303000, -169.94320000)",0.5901666,"(0.03732502, 0.60011610)"
16.8062,"(0.00935016,-0.9833685,0.1598291, 0.08575366)","(18.41790000,190.056, 0.54487250)","(-0.16566600,-0.3159454, -0.93420200)","(-18.41790000, -169.94400000)",0.5166202,"(0.03720844, 0.59992300)"
16.8133,"(0.01024483,-0.9833881,0.1596242, 0.08580773)","(18.40327000,190.0446, 0.43746680)","(-0.16549400,-0.3157032, -0.93431440)","(-18.40327000, -169.95540000)",0.414487,"(0.03701979, 0.59984400)"
16.82705,"(0.01140492,-0.9833621,0.1596982, 0.08582235)","(18.42360000,190.0244, 0.30080960)","(-0.16514620,-0.3160398, -0.93426210)","(-18.42360000, -169.97560000)",0.2846186,"(0.03676581, 0.59995880)"
16.84056,"(0.01259825,-0.98334,0.1598216, 0.08567879)","(18.44999000,189.9849, 0.15764090)","(-0.16447580,-0.3164768, -0.93423250)","(-18.44999000, -170.01520000)",0.1480375,"(0.03644848, 0.60010710)"
16.85379,"(0.01377080,-0.9833044,0.160039, 0.08550049)","(18.48697000,189.9418, 0.01722082)","(-0.16373830,-0.317089, -0.93415430)","(-18.48697000, -170.05820000)",0,"(0.03612584, 0.60031380)"
16.86664,"(0.01497350,-0.9832553,0.1603894, 0.08520545)","(18.53954000,189.8845, 359.87230000)","(-0.16275430,-0.3179591, -0.93403050)","(-18.53955000, -170.11550000)",-0.1219466,"(0.03575802, 0.60060680)"
16.88069,"(0.01611682,-0.9832127,0.1606434, 0.08501003)","(18.58030000,189.8399, 359.73530000)","(-0.16198780,-0.3186335, -0.93393400)","(-18.58030000, -170.16010000)",-0.25101,"(0.03543639, 0.60083390)"
16.89364,"(0.01730980,-0.9831771,0.1608593, 0.08477861)","(18.61706000,189.7897, 359.59110000)","(-0.16113590,-0.3192414, -0.93387380)","(-18.61706000, -170.21030000)",-0.3876539,"(0.03507960, 0.60104040)"
16.90832,"(0.01800663,-0.9831365,0.1612232, 0.08441306)","(18.66587000,189.7335, 359.50490000)","(-0.16017290,-0.3200487, -0.93376310)","(-18.66587000, -170.26650000)",-0.468137,"(0.03480172, 0.60131230)"
16.9201,"(0.01827916,-0.9830921,0.1616827, 0.08399071)","(18.72151000,189.6789, 359.46880000)","(-0.15923040,-0.3209685, -0.93360850)","(-18.72151000, -170.32110000)",-0.5031891,"(0.03459984, 0.60162270)"
16.93379,"(0.01829078,-0.9830447,0.1621502, 0.08364176)","(18.77554000,189.6381, 359.46520000)","(-0.15851550,-0.3218615, -0.93342280)","(-18.77554000, -170.36190000)",-0.5059038,"(0.03449845, 0.60192120)"
16.94683,"(0.01817031,-0.9830336,0.1623338, 0.08344210)","(18.79550000,189.6171, 359.47750000)","(-0.15815350,-0.3221914, -0.93337040)","(-18.79550000, -170.38290000)",-0.4941643,"(0.03445703, 0.60203330)"
16.96513,"(0.01817984,-0.9829983,0.1626332, 0.08327241)","(18.83017000,189.5974, 359.47600000)","(-0.15780000,-0.3227641, -0.93323240)","(-18.83016000, -170.40270000)",-0.4957456,"(0.03439915, 0.60222710)"
16.97355,"(0.01810704,-0.9829846,0.1628113, 0.08310165)","(18.84998000,189.5788, 359.48310000)","(-0.15747920,-0.3230914, -0.93317310)","(-18.84999000, -170.42120000)",-0.4893896,"(0.03435904, 0.60233780)"
16.98675,"(0.01774043,-0.9829667,0.1630929, 0.08283943)","(18.87891000,189.5553, 359.52430000)","(-0.15707010,-0.3235691, -0.93307660)","(-18.87891000, -170.44470000)",-0.4493696,"(0.03435570, 0.60249930)"
17.00025,"(0.01702171,-0.9829718,0.1633292, 0.08246306)","(18.89915000,189.525, 359.60470000)","(-0.15655740,-0.3239034, -0.93304680)","(-18.89915000, -170.47500000)",-0.373777,"(0.03438973, 0.60261280)"
17.01312,"(0.01676388,-0.9829597,0.1634741, 0.08237328)","(18.91340000,189.5197, 359.63510000)","(-0.15645830,-0.3241387, -0.93298180)","(-18.91340000, -170.48030000)",-0.3443497,"(0.03442025, 0.60269200)"
17.02681,"(0.01676361,-0.9829516,0.1635129, 0.08239378)","(18.91789000,189.5223, 359.63600000)","(-0.15649610,-0.3242129, -0.93294960)","(-18.91789000, -170.47770000)",-0.343781,"(0.03442889, 0.60271680)"
17.04072,"(0.01680043,-0.9829338,0.1636219, 0.08238173)","(18.93087000,189.5205, 359.63240000)","(-0.15645370,-0.3244271, -0.93288220)","(-18.93087000, -170.47950000)",-0.3471792,"(0.03441954, 0.60278880)"
17.05365,"(0.01690065,-0.9829037,0.1637824, 0.08240203)","(18.95042000,189.5214, 359.62250000)","(-0.15645050,-0.3247499, -0.93277050)","(-18.95042000, -170.47860000)",-0.3566318,"(0.03440017, 0.60289930)"
17.06688,"(0.01698309,-0.9828534,0.1640541, 0.08244485)","(18.98269000,189.5257, 359.61630000)","(-0.15649010,-0.3252825, -0.93257830)","(-18.98269000, -170.47430000)",-0.3631561,"(0.03440279, 0.60307860)"
17.08072,"(0.01708887,-0.982793,0.1643813, 0.08249205)","(19.02163000,189.5302, 359.60790000)","(-0.15652700,-0.325925, -0.93234810)","(-19.02162000, -170.46980000)",-0.3700944,"(0.03440291, 0.60329510)"
17.09398,"(0.01730302,-0.9827456,0.1646028, 0.08256911)","(19.04937000,189.5359, 359.58620000)","(-0.15659260,-0.3263827, -0.93217660)","(-19.04937000, -170.46410000)",-0.3906707,"(0.03438658, 0.60344920)"
17.10832,"(0.01777380,-0.9826916,0.1647344, 0.08284919)","(19.06929000,189.5605, 359.53710000)","(-0.15697450,-0.3267113, -0.93199750)","(-19.06928000, -170.43950000)",-0.4374548,"(0.03438580, 0.60356940)"
17.12468,"(0.01861392,-0.9826451,0.1647086, 0.08326609)","(19.07466000,189.5938, 359.44510000)","(-0.15751030,-0.3268, -0.93187570)","(-19.07466000, -170.40630000)",-0.5245137,"(0.03434348, 0.60359630)"
17.13335,"(0.01933905,-0.9826217,0.1645889, 0.08361282)","(19.06807000,189.6206, 359.36450000)","(-0.15795360,-0.3266912, -0.93183890)","(-19.06807000, -170.37940000)",-0.6006827,"(0.03430009, 0.60355680)"
17.14705,"(0.02020574,-0.9826016,0.1644921, 0.08383396)","(19.06546000,189.6297, 359.26470000)","(-0.15810340,-0.3266483, -0.93182860)","(-19.06546000, -170.37030000)",-0.6946434,"(0.03417802, 0.60353700)"
17.1605,"(0.02076872,-0.982594,0.1643643, 0.08403617)","(19.05632000,189.6424, 359.20040000)","(-0.15831960,-0.3264975, -0.93184470)","(-19.05632000, -170.35760000)",-0.7553698,"(0.03411913, 0.60348310)"
17.1738,"(0.02122336,-0.9825935,0.1643057, 0.08404308)","(19.05399000,189.6341, 359.14580000)","(-0.15818610,-0.3264589, -0.93188070)","(-19.05398000, -170.36590000)",-0.8072135,"(0.03401530, 0.60346820)"
17.18734,"(0.02158701,-0.982585,0.1642778, 0.08410461)","(19.05435000,189.6342, 359.10350000)","(-0.15818730,-0.3264649, -0.93187830)","(-19.05435000, -170.36580000)",-0.847191,"(0.03395343, 0.60346960)"
17.20017,"(0.02193957,-0.9825763,0.164266, 0.08413851)","(19.05646000,189.6312, 359.06200000)","(-0.15813720,-0.3264997, -0.93187480)","(-19.05646000, -170.36880000)",-0.8862489,"(0.03388429, 0.60348090)"
17.21329,"(0.02249194,-0.982564,0.1642775, 0.08411363)","(19.06315000,189.6173, 358.99580000)","(-0.15790420,-0.3266101, -0.93187580)","(-19.06314000, -170.38270000)",-0.9489449,"(0.03374541, 0.60350690)"
17.22716,"(0.02353450,-0.9824505,0.1647187, 0.08429064)","(19.12459000,189.6188, 358.87960000)","(-0.15786960,-0.3276234, -0.93152560)","(-19.12459000, -170.38120000)",-1.058509,"(0.03357673, 0.60383980)"
17.24056,"(0.02337516,-0.9824209,0.1650152, 0.08409976)","(19.15716000,189.5997, 358.89760000)","(-0.15752820,-0.3281605, -0.93139460)","(-19.15716000, -170.40030000)",-1.041175,"(0.03354925, 0.60402120)"
17.25393,"(0.02343835,-0.9823436,0.16553, 0.08397412)","(19.21726000,189.5845, 358.89260000)","(-0.15722340,-0.3291511, -0.93109640)","(-19.21726000, -170.41550000)",-1.045301,"(0.03349817, 0.60435370)"
17.26683,"(0.02373235,-0.9822829,0.1659195, 0.08383214)","(19.26506000,189.5624, 358.85860000)","(-0.15681840,-0.3299389, -0.93088570)","(-19.26507000, -170.43770000)",-1.077563,"(0.03338498, 0.60461580)"
17.28653,"(0.02359909,-0.9822661,0.1661061, 0.08369706)","(19.28523000,189.5492, 358.87350000)","(-0.15658570,-0.3302712, -0.93080710)","(-19.28524000, -170.45080000)",-1.063121,"(0.03336996, 0.60472840)"
17.29378,"(0.02336967,-0.9822535,0.1663614, 0.08340147)","(19.31225000,189.5189, 358.89740000)","(-0.15606710,-0.3307162, -0.93073610)","(-19.31225000, -170.48110000)",-1.040423,"(0.03331971, 0.60487900)"
17.30718,"(0.02286992,-0.9822382,0.1666791, 0.08308575)","(19.34390000,189.4917, 358.95370000)","(-0.15559610,-0.3312374, -0.93062970)","(-19.34390000, -170.50830000)",-0.9873473,"(0.03332645, 0.60505760)"
17.3207,"(0.02224098,-0.9821851,0.1672252, 0.08278520)","(19.40082000,189.4696, 359.02790000)","(-0.15518230,-0.3321747, -0.93036460)","(-19.40083000, -170.53040000)",-0.916639,"(0.03337365, 0.60537760)"
17.33327,"(0.02169007,-0.9821412,0.1676779, 0.08253697)","(19.44776000,189.452, 359.09300000)","(-0.15485200,-0.3329472, -0.93014360)","(-19.44776000, -170.54800000)",-0.8550079,"(0.03342032, 0.60564140)"
17.34676,"(0.02117065,-0.9820547,0.1683071, 0.08242029)","(19.51559000,189.4501, 359.15880000)","(-0.15475610,-0.3340634, -0.92975930)","(-19.51559000, -170.54990000)",-0.7927822,"(0.03351170, 0.60602140)"
17.36046,"(0.02087832,-0.9819632,0.1689076, 0.08235640)","(19.58232000,189.4499, 359.19830000)","(-0.15468890,-0.335161, -0.92937540)","(-19.58233000, -170.55010000)",-0.7553698,"(0.03356904, 0.60639390)"
17.37359,"(0.02068995,-0.9818659,0.1694332, 0.08248433)","(19.64154000,189.4705, 359.22870000)","(-0.15496600,-0.3361345, -0.92897740)","(-19.64154000, -170.52950000)",-0.7263159,"(0.03367102, 0.60672470)"
17.38712,"(0.02058761,-0.9817838,0.1698995, 0.08252800)","(19.69464000,189.4791, 359.24640000)","(-0.15505370,-0.3370072, -0.92864660)","(-19.69464000, -170.52090000)",-0.7096917,"(0.03372079, 0.60702060)"
17.40079,"(0.02050812,-0.9816875,0.1704161, 0.08262774)","(19.75384000,189.4941, 359.26320000)","(-0.15523940,-0.3379799, -0.92826200)","(-19.75384000, -170.50590000)",-0.6935157,"(0.03378677, 0.60735040)"
17.41327,"(0.02042444,-0.9815792,0.1709459, 0.08284052)","(19.81460000,189.5229, 359.28290000)","(-0.15564610,-0.3389777, -0.92782990)","(-19.81460000, -170.47710000)",-0.6743467,"(0.03389555, 0.60768970)"
17.42697,"(0.02043830,-0.9814497,0.1715717, 0.08307832)","(19.88747000,189.5529, 359.29250000)","(-0.15606110,-0.3401738, -0.92732230)","(-19.88747000, -170.44710000)",-0.6647022,"(0.03399259, 0.60809560)"
17.44618,"(0.02057049,-0.9813401,0.1720368, 0.08337775)","(19.94290000,189.5875, 359.28780000)","(-0.15656610,-0.3410834, -0.92690290)","(-19.94290000, -170.41250000)",-0.6696879,"(0.03408098, 0.60840430)"
17.45329,"(0.02074731,-0.9812464,0.1724021, 0.08368161)","(19.98720000,189.6214, 359.27670000)","(-0.15707080,-0.3418103, -0.92654980)","(-19.98720000, -170.37860000)",-0.6792617,"(0.03415823, 0.60865080)"
17.46714,"(0.02109353,-0.9811278,0.172823, 0.08411631)","(20.03973000,189.6677, 359.24880000)","(-0.15776680,-0.3426716, -0.92611340)","(-20.03973000, -170.33230000)",-0.7052664,"(0.03424674, 0.60895110)"
17.48078,"(0.02134228,-0.9810522,0.173022, 0.08452569)","(20.06556000,189.7124, 359.22980000)","(-0.15846290,-0.3430951, -0.92583760)","(-20.06556000, -170.28760000)",-0.7230757,"(0.03434145, 0.60909240)"
17.4939,"(0.02148998,-0.980991,0.1731702, 0.08489322)","(20.08449000,189.754, 359.22150000)","(-0.15911610,-0.3434055, -0.92561030)","(-20.08449000, -170.24600000)",-0.7311491,"(0.03444332, 0.60919570)"
17.50667,"(0.02154284,-0.9809226,0.1734145, 0.08517089)","(20.11357000,189.7871, 359.22360000)","(-0.15962040,-0.343882, -0.92534660)","(-20.11357000, -170.21290000)",-0.729005,"(0.03453684, 0.60935620)"
17.52025,"(0.02160581,-0.9808807,0.1735496, 0.08536222)","(20.13001000,189.8092, 359.22150000)","(-0.15996100,-0.3441515, -0.92518770)","(-20.13001000, -170.19080000)",-0.7308815,"(0.03459471, 0.60944840)"
17.53506,"(0.02172938,-0.9808188,0.173783, 0.08556751)","(20.15847000,189.832, 359.21350000)","(-0.16030000,-0.3446179, -0.92495540)","(-20.15847000, -170.16800000)",-0.7383398,"(0.03464538, 0.60960690)"
17.54688,"(0.02177029,-0.9807718,0.1739705, 0.08571491)","(20.18075000,189.8495, 359.21370000)","(-0.16055870,-0.3449828, -0.92477450)","(-20.18075000, -170.15050000)",-0.7378095,"(0.03469342, 0.60973140)"
17.56061,"(0.02158520,-0.9807469,0.1740954, 0.08579239)","(20.19344000,189.8631, 359.23890000)","(-0.16076550,-0.3451908, -0.92466090)","(-20.19344000, -170.13690000)",-0.7138155,"(0.03476799, 0.60980420)"
17.57378,"(0.02133162,-0.9807126,0.1742979, 0.08583727)","(20.21442000,189.8745, 359.27230000)","(-0.16092730,-0.3455343, -0.92450450)","(-20.21442000, -170.12550000)",-0.6829963,"(0.03484833, 0.60992340)"
17.58676,"(0.02105762,-0.9806767,0.1745175, 0.08586917)","(20.23716000,189.8848, 359.30810000)","(-0.16106990,-0.3459068, -0.92434020)","(-20.23716000, -170.11520000)",-0.649214,"(0.03492618, 0.61004070)"
17.60575,"(0.02071307,-0.9806045,0.1749409, 0.08591516)","(20.28284000,189.8989, 359.35480000)","(-0.16125050,-0.3466548, -0.92402850)","(-20.28284000, -170.10110000)",-0.605226,"(0.03503233, 0.61029490)"
17.61378,"(0.02072870,-0.9805006,0.1754836, 0.08599079)","(20.34600000,189.9093, 359.36020000)","(-0.16135290,-0.3476885, -0.92362210)","(-20.34600000, -170.09070000)",-0.5993783,"(0.03506732, 0.61064600)"
17.62667,"(0.02097740,-0.9803496,0.1761967, 0.08619355)","(20.43136000,189.9307, 359.34230000)","(-0.16160730,-0.349085, -0.92305080)","(-20.43136000, -170.06930000)",-0.6161205,"(0.03509724, 0.61111990)"
17.64075,"(0.02156457,-0.9802009,0.1767912, 0.08652209)","(20.50649000,189.9595, 359.28530000)","(-0.16199320,-0.3503135, -0.92251770)","(-20.50649000, -170.04050000)",-0.6691033,"(0.03507984, 0.61153810)"
17.65367,"(0.02218087,-0.9800681,0.1773286, 0.08677004)","(20.57526000,189.9778, 359.22250000)","(-0.16221450,-0.3514374, -0.92205110)","(-20.57526000, -170.02220000)",-0.7279305,"(0.03504127, 0.61191790)"
17.66692,"(0.02284647,-0.9799759,0.1776508, 0.08697986)","(20.61958000,189.9897, 359.15060000)","(-0.16235890,-0.3521614, -0.92174940)","(-20.61958000, -170.01030000)",-0.7947544,"(0.03497750, 0.61216030)"
17.68073,"(0.02351272,-0.9799209,0.1777738, 0.08717100)","(20.64078000,189.9987, 359.07620000)","(-0.16248150,-0.3525079, -0.92159570)","(-20.64078000, -170.00130000)",-0.8643403,"(0.03489095, 0.61228140)"
17.69338,"(0.02409234,-0.9799132,0.177694, 0.08726133)","(20.63749000,189.9969, 359.00780000)","(-0.16245490,-0.3524541, -0.92162050)","(-20.63750000, -170.00310000)",-0.9285166,"(0.03478122, 0.61225840)"
17.70715,"(0.02446164,-0.9798708,0.1777945, 0.08742946)","(20.65308000,190.0095, 358.96820000)","(-0.16264090,-0.3527086, -0.92149030)","(-20.65308000, -169.99050000)",-0.9653005,"(0.03475630, 0.61234270)"
17.72044,"(0.02479558,-0.9798332,0.1778333, 0.08767813)","(20.66124000,190.0324, 358.93410000)","(-0.16300090,-0.3528419, -0.92137580)","(-20.66124000, -169.96760000)",-0.9974037,"(0.03476894, 0.61238620)"
17.73497,"(0.02506997,-0.9798147,0.1777266, 0.08802213)","(20.65203000,190.0678, 358.90760000)","(-0.16357960,-0.3526917, -0.92133070)","(-20.65204000, -169.93220000)",-1.022016,"(0.03482902, 0.61233470)"
17.74681,"(0.02519892,-0.9797864,0.1776363, 0.08848259)","(20.64340000,190.1204, 358.90130000)","(-0.16443560,-0.3525506, -0.92123280)","(-20.64339000, -169.87960000)",-1.028125,"(0.03496903, 0.61228860)"
17.76568,"(0.02513067,-0.9797946,0.1772987, 0.08908580)","(20.60419000,190.194, 358.91920000)","(-0.16566030,-0.3519102, -0.92125780)","(-20.60420000, -169.80600000)",-1.011431,"(0.03519017, 0.61206250)"
17.77365,"(0.02483476,-0.9797736,0.1770791, 0.08983296)","(20.57645000,190.2901, 358.96870000)","(-0.16723650,-0.3514568, -0.92114610)","(-20.57644000, -169.70990000)",-0.9653005,"(0.03552616, 0.61190690)"
17.78717,"(0.02434425,-0.9798216,0.1765971, 0.09039203)","(20.51597000,190.3669, 359.03460000)","(-0.16853790,-0.3504684, -0.92128590)","(-20.51596000, -169.63310000)",-0.9039564,"(0.03583497, 0.61157100)"
17.80038,"(0.02371345,-0.979897,0.1760488, 0.09080989)","(20.44611000,190.4294, 359.11330000)","(-0.16961920,-0.3493262, -0.92152080)","(-20.44611000, -169.57060000)",-0.8306301,"(0.03612435, 0.61118390)"
17.81364,"(0.02316324,-0.9799512,0.1756349, 0.09116753)","(20.39258000,190.4831, 359.18250000)","(-0.17054290,-0.3484507, -0.92168180)","(-20.39258000, -169.51690000)",-0.7656615,"(0.03637534, 0.61088780)"
17.82715,"(0.02252186,-0.9800231,0.1752448, 0.09130611)","(20.34064000,190.5124, 359.25800000)","(-0.17107050,-0.3476008, -0.92190490)","(-20.34064000, -169.48770000)",-0.6954879,"(0.03656870, 0.61060090)"
17.84054,"(0.02153908,-0.9801064,0.1749507, 0.09121338)","(20.29598000,190.5211, 359.37050000)","(-0.17126110,-0.3468699, -0.92214480)","(-20.29598000, -169.47890000)",-0.590498,"(0.03675991, 0.61035590)"
17.85383,"(0.02077946,-0.9801743,0.1747984, 0.09095187)","(20.27007000,190.5052, 359.45400000)","(-0.17103290,-0.3464457, -0.92234680)","(-20.27007000, -169.49480000)",-0.5124369,"(0.03684014, 0.61021410)"
17.86696,"(0.02011817,-0.9802529,0.1746382, 0.09055994)","(20.24426000,190.4713, 359.52300000)","(-0.17051650,-0.346023, -0.92260080)","(-20.24426000, -169.52870000)",-0.4476244,"(0.03684974, 0.61007210)"
17.88063,"(0.01952350,-0.9802976,0.1746798, 0.09012411)","(20.24258000,190.4315, 359.58520000)","(-0.16987620,-0.3459956, -0.92272930)","(-20.24258000, -169.56850000)",-0.3891652,"(0.03683174, 0.61006410)"
17.89349,"(0.01917238,-0.9803575,0.1746492, 0.08960674)","(20.23511000,190.3763, 359.61580000)","(-0.16899640,-0.3458732, -0.92293670)","(-20.23511000, -169.62370000)",-0.3599087,"(0.03672457, 0.61002360)"
17.90695,"(0.01914980,-0.9803673,0.1747618, 0.08928335)","(20.24780000,190.3382, 359.61270000)","(-0.16836770,-0.346081, -0.92297360)","(-20.24780000, -169.66180000)",-0.3631561,"(0.03661376, 0.61009450)"
17.92498,"(0.01930310,-0.9803763,0.1748147, 0.08904760)","(20.25544000,190.3066, 359.58990000)","(-0.16785140,-0.3462062, -0.92302070)","(-20.25544000, -169.69340000)",-0.3841043,"(0.03649151, 0.61013730)"
17.93506,"(0.01954043,-0.9803787,0.1749735, 0.08865604)","(20.27616000,190.2548, 359.55480000)","(-0.16699490,-0.3465454, -0.92304860)","(-20.27616000, -169.74520000)",-0.4168407,"(0.03629494, 0.61025300)"
17.94705,"(0.01980166,-0.9803771,0.1750896, 0.08838786)","(20.29220000,190.2173, 359.51900000)","(-0.16637280,-0.346808, -0.92306290)","(-20.29220000, -169.78270000)",-0.4511079,"(0.03613698, 0.61034270)"
17.96069,"(0.02015228,-0.9803568,0.1752649, 0.08818591)","(20.31606000,190.186, 359.47450000)","(-0.16584330,-0.3471985, -0.92301100)","(-20.31606000, -169.81400000)",-0.4921804,"(0.03598422, 0.61047540)"
17.97382,"(0.02062177,-0.9803139,0.175527, 0.08803242)","(20.35121000,190.1583, 359.41780000)","(-0.16535950,-0.3477738, -0.92288120)","(-20.35121000, -169.84170000)",-0.5453635,"(0.03582370, 0.61067060)"
17.9872,"(0.02092277,-0.9802738,0.1757051, 0.08805303)","(20.37499000,190.1549, 359.38400000)","(-0.16527970,-0.3481629, -0.92274910)","(-20.37498000, -169.84510000)",-0.57743,"(0.03576517, 0.61080220)"
18.00058,"(0.02117469,-0.9802167,0.1759614, 0.08811683)","(20.40735000,190.1581, 359.35800000)","(-0.16529530,-0.3486924, -0.92254640)","(-20.40734000, -169.84190000)",-0.6013339,"(0.03573680, 0.61098130)"
18.01364,"(0.02131472,-0.9801894,0.1760769, 0.08815584)","(20.42222000,190.1601, 359.34330000)","(-0.16531280,-0.3489355, -0.92245130)","(-20.42221000, -169.83990000)",-0.615485,"(0.03572142, 0.61106350)"
18.02674,"(0.02140437,-0.9801582,0.1762131, 0.08820886)","(20.43898000,190.1651, 359.33520000)","(-0.16537380,-0.3492095, -0.92233630)","(-20.43897000, -169.83490000)",-0.6224399,"(0.03572404, 0.61115610)"
18.04063,"(0.02152179,-0.9801328,0.1762736, 0.08834130)","(20.44729000,190.1787, 359.32460000)","(-0.16558500,-0.3493455, -0.92224680)","(-20.44729000, -169.82130000)",-0.6327289,"(0.03574687, 0.61120150)"
18.05399,"(0.02156333,-0.9801242,0.1762566, 0.08846060)","(20.44584000,190.1922, 359.32210000)","(-0.16580340,-0.3493218, -0.92221680)","(-20.44584000, -169.80780000)",-0.6351982,"(0.03578055, 0.61119310)"
