bytes_sec (Mbps)
1.66
59.08
68.713
62.448
71.009
68.878
68.36
70.621
64.886
60.646
61.435
54.829
56.701
54.476
58.032
54.287
54.346
52.592
56.69
54.075
50.943
55.029
71.951
61.035
58.468
61.223
58.88
62.542
65.004
58.868
61.094
57.655
58.173
59.74
66.381
62.99
57.62
48.329
55.783
48.906
52.227
25.495
24.365
43.795
38.79
28.227
41.769
46.715
44.054
41.122
45.338
44.596
38.496
44.878
51.332
40.615
27.674
30.782
33.138
24.612
24.859
13.154
6.771
4.84
8.137
8.538
8.514
6.041
2.65
2.579
1.731
1.613
0.553
0.801
1.06
1.79
1.142
1.802
1.637
1.755
4.074
1.637
1.708
2.155
3.886
4.122
3.603
3.462
6.182
5.064
3.556
2.544
2.061
2.767
4.428
3.603
6.948
7.36
8.632
7.101
8.644
15.25
21.315
35.104
27.473
33.573
29.346
19.301
11.505
12.188
10.457
11.741
10.551
3.792
7.937
7.172
11.105
11.906
16.015
19.442
18.241
20.832
19.383
17.794
9.515
6.277
12.848
14.908
13.236
21.503
19.595
16.51
18.312
17.028
13.201
18.041
19.277
22.633
29.758
26.673
26.084
21.538
29.334
29.487
25.083
32.537
40.557
43.359
40.521
42.229
42.959
47.575
44.878
32.113
41.687
21.856
28.145
19.737
11.529
7.301
2.614
5.358
4.781
1.849
1.166
0.718
1.99
0.919
1.448
2.991
1.013
1.401
2.296
2.991
3.132
2.673
4.557
5.794
7.407
3.344
3.026
1.908
1.437
3.58
6.076
5.641
5.711
9.609
8.373
8.738
5.028
8.231
10.681
27.886
38.767
29.181
37.648
41.016
48.517
48.164
39.308
35.799
42.452
35.293
43.065
42.382
37.177
37.671
39.897
34.775
28.91
15.215
32.714
23.54
14.567
7.172
5.346
13.107
7.278
5.864
4.769
7.054
8.467
5.24
5.994
4.734
8.797
10.834
8.926
7.301
4.463
6.913
6.241
7.289
9.209
11.835
9.044
10.563
12.471
8.962
10.198
11.482
24.624
36.67
17.464
26.626
40.898
30.37
35.198
34.468
38.013
25.46
21.079
30.782
14.614
15.956
11.246
15.544
12.282
14.638
9.621
11.823
10.41
8.785
17.181
20.09
19.148
17.311
18.1
18.465
19.218
17.417
16.18
19.042
17.346
15.297
16.345
16.168
17.476
14.39
14.449
16.651
16.133
21.138
17.852
22.257
16.451
22.845
26.308
29.876
19.666
11.8
23.882
27.049
28.003
36.4
37.978
41.981
43.171
42.087
43.112
47.34
49.129
46.798
35.964
39.355
35.917
20.785
19.96
35.352
16.027
10.563
6.818
8.267
8.279
6.665
3.109
6.865
5.087
5.393
3.721
5.711
5.841
8.738
9.586
10.269
5.853
7.607
7.242
7.631
9.939
11.022
10.857
11.223
10.516
6.795
10.799
26.991
41.981
19.101
33.208
42.241
33.915
37.059
46.209
43.901
50.178
40.792
27.521
26.755
29.628
23.281
18.736
12.541
3.391
9.056
5.134
6.924
2.202
2.991
2.461
2.626
0.765
1.307
2.567
4.675
1.672
1.708
0.813
2.756
0.919
1.814
2.485
2.19
4.734
2.944
4.781
6.159
5.441
2.438
3.651
4.063
5.794
3.309
5.617
8.137
8.938
9.998
6.43
7.018
14.355
23.67
34.127
27.909
36.482
37.507
45.137
26.449
30.005
34.092
9.303
15.956
6.63
4.899
2.873
1.048
1.401
2.108
1.731
0.707
1.413
0.283
0.801
0.318
0.236
1.602
2.332
3.403
3.945
4.71
6.206
6.712
7.819
9.833
9.15
36.105
25.036
28.957
17.464
30.205
19.065
3.662
8.396
10.634
7.843
6.665
7.077
7.619
10.363
5.24
5.864
5.817
6.359
10.092
9.268
12.577
12.435
7.713
8.42
9.35
8.962
8.161
7.843
13.307
13.707
13.307
11.105
8.337
8.267
8.62
23.776
37.224
26.943
29.098
32.172
25.377
39.297
9.703
4.604
3.215
1.672
1.025
1.649
1.884
0.495
0.259
0.118
0.141
28.828
36.965
39.143
16.557
16.369
18.276
10.316
17.593
15.344
10.551
3.592
10.516
7.784
8.856
16.486
17.97
17.181
22.669
18.983
7.242
15.556
22.339
28.192
15.285
26.06
25.201
27.897
25.895
28.368
30.253
26.119
27.403
29.252
26.649
30.759
35.069
43.053
37.577
38.131
43.736
49.212
44.16
40.933
38.508
45.714
17.358
5.747
4.263
4.828
2.708
0.871
0.718
0.542
0.471
0.177
0.165
0.153
0.283
0.389
0.824
0.824
1.955
3.568
2.979
5.594
8.231
10.151
11.27
12.624
10.622
11.858
25.012
48.694
47.41
41.475
45.055
48.717
30.618
25.354
25.778
26.049
24.058
8.691
4.628
4.934
5.794
5.217
3.274
2.367
1.684
3.38
1.048
1.201
2.014
0.73
0.93
2.037
2.167
1.59
2.143
2.131
3.509
4.487
4.616
4.498
3.168
3.203
2.285
2.426
4.122
5.511
5.123
7.066
7.937
11.258
6.736
10.422
13.872
18.535
43.889
36.353
30.064
41.404
41.11
44.855
50.707
49.93
52.215
50.861
50.849
50.307
51.12
48.635
41.817
34.103
45.149
44.502
50.448
37.318
35.293
39.214
34.351
19.006
17.676
19.16
13.272
15.438
12.471
16.745
10.386
9.044
13.849
13.048
14.802
19.795
16.745
18.547
24.353
21.903
23.14
16.428
22.221
19.077
17.958
16.463
19.678
23.47
22.292
19.266
15.627
9.703
23.74
28.415
31.159
32.031
33.043
35.528
40.521
16.168
22.881
43.948
46.327
47.481
50.543
47.787
45.903
43.983
45.879
47.069
40.18
41.404
50.495
25.46
27.344
27.579
29.051
24.989
10.857
8.655
2.826
5.888
8.231
4.675
1.978
2.708
2.226
0.942
0.318
1.79
2.379
1.743
3.191
1.578
2.343
3.062
3.992
5.947
2.544
4.981
2.979
2.167
2.202
2.426
2.343
4.581
4.852
5.075
9.833
8.326
11.705
5.287
9.821
13.366
19.949
41.864
35.611
32.466
41.605
36.447
49.377
43.43
41.31
54.652
41.534
44.384
38.46
39.485
33.903
34.103
42.264
35.858
24.824
16.486
37.118
20.997
11.117
6.453
10.339
10.033
5.229
6.053
6.335
6.147
7.631
8.337
8.349
7.36
9.609
11.941
10.598
11.446
8.408
8.173
7.831
8.832
15.792
13.66
12.589
13.919
11.646
7.336
7.313
23.976
35.234
39.461
18.288
35.081
40.851
35.999
42.099
40.345
39.591
37.236
38.331
27.662
31.489
22.056
20.902
22.268
22.787
12.647
13.825
10.952
15.945
8.479
7.336
8.82
14.296
21.998
20.961
21.939
24.094
22.904
22.504
16.604
17.417
23.222
26.908
30.347
23.905
27.85
29.44
28.463
23.74
30.841
25.672
35.081
46.668
40.674
40.804
44.725
47.705
49.188
52.062
51.873
52.356
50.201
50.66
52.792
50.931
48.564
49.553
52.097
49.777
48.211
47.657
46.492
50.236
47.646
50.778
49.518
43.253
39.991
38.213
38.413
46.315
39.179
28.663
12.447
30.417
35.881
15.226
12.2
6.076
12.836
9.138
6.453
4.546
5.688
7.23
8.973
7.077
6.347
5.605
8.644
6.783
5.982
11.234
10.881
8.349
6.701
6.913
7.878
15.05
14.649
15.368
13.142
12.812
9.068
7.878
19.572
33.62
39.438
18.312
35.01
41.11
37.165
39.096
36.223
43.289
40.227
41.063
44.502
48.623
47.387
31.171
27.12
28.875
37.954
20.973
17.134
12.647
6.724
3.615
7.996
7.619
3.556
3.132
1.166
1.625
1.272
0.989
0.424
0.612
1.66
2.025
1.401
1.201
3.168
1.908
3.439
2.473
3.097
6.771
4.416
2.756
1.566
2.567
5.24
6.194
6.182
8.008
8.926
10.74
9.539
7.902
7.76
16.274
34.245
30.629
29.11
40.816
41.711
50.46
40.627
48.494
41.086
54.087
24.682
43.83
40.922
11.281
16.098
11.034
5.499
3.391
2.932
1.178
1.036
0.86
0.4
0.86
0.389
0.212
0.4
0.436
0.53
0.624
1.531
3.509
1.649
2.791
4.922
5.017
6.948
6.124
8.726
7.431
8.432
9.185
10.94
30.029
47.657
48.658
46.704
45.196
48.376
46.021
36.176
40.792
36.812
39.791
39.897
27.309
19.324
39.544
16.333
12.836
6.489
12.459
13.001
7.066
7.56
6.029
6.406
7.855
5.829
7.325
6.159
8.149
7.819
10.174
9.597
10.598
7.996
9.103
8.549
11.317
13.931
14.237
15.921
13.024
11.811
11.069
8.055
11.823
28.427
40.015
27.144
29.793
39.556
36.812
33.938
37.353
37.189
37.554
35.281
37.318
41.675
43.088
12.047
11.953
9.727
4.192
4.451
2.673
0.907
1.354
1.107
1.119
0.447
0.306
0.389
0.318
0.118
0.165
0.365
0.648
1.531
1.719
2.025
3.462
3.721
3.745
4.392
4.039
5.7
8.467
8.738
10.987
9.244
35.375
47.234
47.128
41.675
43.972
44.89
48.812
30.724
15.014
23.587
22.292
21.209
16.192
13.825
14.39
20.066
10.893
14.237
12.883
10.469
14.167
15.415
20.749
19.913
20.184
17.546
24.27
25.848
28.804
28.215
29.287
23.152
29.346
26.661
29.887
31.206
37.53
44.007
42.606
44.372
50.719
51.084
51.037
50.201
50.036
46.138
41.063
40.863
42.087
38.719
11.022
14.732
9.174
5.912
3.085
2.014
1.425
1.413
0.506
1.036
1.107
0.259
0.165
0.389
0.624
1.578
2.979
1.766
2.343
3.015
2.944
4.758
5.123
3.203
5.982
7.124
6.795
7.183
12.753
37.024
48.305
50.189
45.302
48.941
46.233
42.488
50.401
47.634
40.721
25.907
24.353
28.569
23.387
16.251
12.341
5.594
5.676
7.124
4.074
1.319
0.247
1.13
0.919
0.813
1.637
1.837
2.544
1.401
1.99
1.189
2.167
2.968
3.368
3.792
3.085
1.814
5.287
5.264
6.018
3.309
1.849
1.743
2.591
2.555
6.854
8.797
9.362
9.857
7.124
8.502
12.4
16.545
32.796
40.721
28.521
30.394
47.328
49.129
47.54
46.091
50.024
41.11
38.719
41.381
40.062
34.669
19.972
12.259
14.155
17.652
15.533
12.506
17.841
17.546
11.352
12.153
12.07
8.455
20.526
16.451
15.062
24.235
25.519
23.941
23.74
18.794
18.818
10.445
22.834
24.977
25.036
28.05
22.268
27.603
31.407
31.395
23.258
35.446
38.849
43.524
43.418
47.022
45.232
41.711
36.046
29.699
21.079
26.001
19.76
8.467
5.17
2.19
6.642
2.296
0.518
0.247
2.155
0.389
0.86
2.096
2.826
1.072
2.355
1.861
1.201
1.036
2.296
2.096
1.814
4.204
2.791
1.708
1.861
1.119
2.873
5.617
6.665
6.512
8.031
12.388
5.252
10.01
14.072
24.035
39.414
30.288
33.02
38.437
45.126
29.169
35.069
31.701
36.058
23.175
17.381
32.643
15.014
5.629
7.007
13.036
6.665
5.158
6.018
5.441
8.561
9.645
6.441
8.408
10.481
11.694
12.353
8.962
12.989
9.115
7.407
15.591
13.354
13.778
11.87
11.953
9.103
8.95
12.435
24.918
37
21.68
31.289
37.295
30.17
30.971
19.101
20.773
13.86
11.847
16.074
16.545
12.282
12.647
16.451
16.475
9.138
20.973
19.124
17.016
14.331
18.064
17.44
21.621
25.919
27.203
26.767
23.693
28.156
29.381
31.831
32.69
35.905
37.895
43.159
43.736
45.773
45.785
51.956
47.245
40.533
38.979
36.211
32.879
15.615
28.486
27.344
15.332
7.348
5.252
13.59
8.479
6.795
7.466
5.982
9.951
7.348
7.16
5.876
7.124
8.973
12.282
8.008
10.398
9.857
12.73
7.407
7.49
11.8
12.718
11.658
10.681
10.634
7.136
6.006
22.08
32.372
36.553
19.018
38.107
40.71
32.054
40.557
43.135
47.74
31.383
28.651
29.511
24.494
21.315
12.176
5.311
4.451
5.758
5.205
2.555
0.33
0.801
0.542
0.389
0.871
1.849
2.167
1.342
1.484
0.589
1.943
2.591
2.108
1.319
2.485
2.756
2.567
2.932
3.015
3.792
2.85
2.897
2.673
1.26
5.488
2.744
6.512
8.42
9.174
9.927
8.196
11.034
10.905
27.744
41.593
31.43
30.594
36.494
43.418
45.408
34.162
19.819
41.086
25.801
9.927
11.105
4.498
3.721
2.508
1.06
1.802
1.26
1.248
0.165
0.801
0.683
0.648
0.553
1.048
0.671
0.353
0.165
0.718
0.695
1.578
1.366
1.507
2.237
3.333
1.825
5.335
7.289
9.527
8.443
8.691
8.267
17.534
26.508
27.674
31.972
17.063
31.23
17.688
7.925
8.067
11.988
6.383
6.571
8.008
5.558
6.536
7.772
5.888
9.126
10.386
11.705
11.305
7.843
6.759
9.327
7.454
9.904
10.763
12.118
12.73
12.695
9.02
5.853
12.801
30.029
32.007
22.068
39.791
28.533
29.887
34.457
8.973
7.678
6.865
1.625
1.213
1.437
0.765
0.495
0.695
1.036
1.955
1.378
0.671
0.577
0.436
0.365
0.118
0.707
0.601
0.93
1.142
1.861
1.861
2.744
3.203
3.497
5.075
6.807
7.101
7.878
6.807
8.596
9.868
34.433
43.736
39.096
17.994
16.027
15.391
15.285
15.591
15.874
13.966
12.106
10.916
10.21
18.959
19.701
