scheduler,users,mean_ms,median_ms,p95_ms,p99_ms,n
MD2G-Cast student,20,9.29494418296963,1.1749446857720613,53.38091142475605,59.595356616191566,1000
MCG greedy,20,0.37075755186378956,0.36179390735924244,0.4126870073378086,0.4176420299336314,1000
MD2G-Cast student,60,16.939897431991994,2.319155726581812,59.43111111409962,59.539718641899526,1000
MCG greedy,60,0.5354112829081714,0.5270298570394516,0.5857383599504828,0.6106330826878548,1000
MD2G-Cast student,100,22.696337951347232,3.6145932972431183,59.34395545627922,59.694217112846665,1000
MCG greedy,100,0.6881058025173843,0.6851076614111662,0.7026198785752058,0.7480849837884306,1000
