block,content,network,users,seed,MD2G_U,MD2G_Rq,MD2G_Ro,MD2G_Rb,MD2G_weak_user_Rq,strongest_same,strongest_same_U,delta_U,unicast_U
redandblack_wifi_u100_s152,redandblack,wifi,100,152,0.7802195490255264,0.9112499541437216,0.9895913282874071,0.09285503688372274,0.49999997997823714,CLUSTERING_COMPONENT,0.6481510984140857,0.13206845061144068,0.11445027611167174
redandblack_wifi_u100_s153,redandblack,wifi,100,153,0.7619141724566124,0.8809999690941845,0.9895845315235491,0.09387961253856969,0.29999999749843875,CLUSTERING_COMPONENT,0.638494504153555,0.1234196683030574,0.11706934029756377
redandblack_wifi_u20_s151,redandblack,wifi,20,151,0.5308480876214668,0.49999997997823714,0.95,0.04434600243650246,0.49999997997823714,RULE_COMPONENT,0.7036908405420006,-0.17284275292053375,0.3222301252339379
redandblack_wifi_u20_s152,redandblack,wifi,20,152,0.5246061460561223,0.48999998085424723,0.9490441743464757,0.04436590695363336,0.29999999749843875,RULE_COMPONENT,0.6934631347234415,-0.16885698866731913,0.3606948870881049
redandblack_wifi_u20_s153,redandblack,wifi,20,153,0.5308482754601783,0.49999997997823714,0.95,0.044344750178425804,0.49999997997823714,RULE_COMPONENT,0.714949039001461,-0.18410076354128269,0.33451751918224537
redandblack_wifi_u60_s151,redandblack,wifi,60,151,0.7398860425209809,0.8462499932312052,0.9822770300805879,0.08955473958592684,0.0,CLUSTERING_COMPONENT,0.6998574415334978,0.040028600987483065,0.14597803692015898
redandblack_wifi_u60_s152,redandblack,wifi,60,152,0.7639974401548452,0.8908333108120041,0.9826995073248016,0.1078494877570508,0.5500000053445943,CLUSTERING_COMPONENT,0.6752854822747151,0.08871195788013009,0.14348530061521228
redandblack_wifi_u60_s153,redandblack,wifi,60,153,0.7539398469330779,0.8749999416961692,0.9825977099822829,0.11139697053462884,0.0,CLUSTERING_COMPONENT,0.6957775938062075,0.0581622531268704,0.15989381631960187
soldier_4g_u100_s151,soldier,4g,100,151,0.5171780366595331,0.46600000444498313,0.9892115739183945,0.064832396580369,0.29999999621134055,CLUSTERING_COMPONENT,0.5965448453989314,-0.07936680873939828,0.10710468882582955
soldier_4g_u100_s152,soldier,4g,100,152,0.5159300348688755,0.4640000043457826,0.9891582813875985,0.06506358723662432,0.29999999621134055,CLUSTERING_COMPONENT,0.579557633103436,-0.06362759823456055,0.10605756412625388
soldier_4g_u100_s153,soldier,4g,100,153,0.5171964462401851,0.46600000444498313,0.9894115239054931,0.0650429160211868,0.29999999621134055,CLUSTERING_COMPONENT,0.5696052094198738,-0.05240876317968868,0.11108107494849884
soldier_4g_u20_s151,soldier,4g,20,151,0.4076734547041726,0.29999999621134055,0.95,0.06551028681754484,0.29999999621134055,CLUSTERING_COMPONENT,0.5145192327508602,-0.1068457780466876,0.21069147226222518
soldier_4g_u20_s152,soldier,4g,20,152,0.39816280351133154,0.2849999964007735,0.9473684210526316,0.064528663948603,0.0,CLUSTERING_COMPONENT,0.5015862839247209,-0.10342348041338939,0.1835152776535059
soldier_4g_u20_s153,soldier,4g,20,153,0.3981541963554843,0.2849999964007735,0.9473684210526316,0.06458604498758447,0.0,CLUSTERING_COMPONENT,0.5273669946447087,-0.12921279828922438,0.17106899059562097
soldier_4g_u60_s151,soldier,4g,60,151,0.5149258926146558,0.46500000470652847,0.9823698962183853,0.06444389509238416,0.0,CLUSTERING_COMPONENT,0.6215896396551237,-0.10666374704046788,0.11549121086724938
soldier_4g_u60_s152,soldier,4g,60,152,0.5137792479432554,0.4633333376460491,0.9818003609462066,0.06447229920617133,0.29999999621134055,CLUSTERING_COMPONENT,0.6196548016922858,-0.10587555374903046,0.12916739520072046
soldier_4g_u60_s153,soldier,4g,60,153,0.5047068920004057,0.44833333721319085,0.9814779788452049,0.06441736692539983,0.0,CLUSTERING_COMPONENT,0.6114768798170245,-0.10676998781661873,0.1207049401793853
soldier_5g_dominant_u100_s151,soldier,5g_dominant,100,151,0.7567834089983668,0.8677499746041207,0.9893984857280074,0.07477464797404933,0.5000000061313918,RULE_COMPONENT,0.6337308196577791,0.12305258934058771,0.15755578741727455
soldier_5g_dominant_u100_s152,soldier,5g_dominant,100,152,0.796963878737639,0.9299999970284074,0.9897186950894035,0.056438621678374525,0.549999980807543,CLUSTERING_COMPONENT,0.6371430336322883,0.15982084510535066,0.15797717764205133
soldier_5g_dominant_u100_s153,soldier,5g_dominant,100,153,0.7958016798631695,0.9264999990478389,0.9897492233980983,0.05023750276705584,0.5000000061313918,CLUSTERING_COMPONENT,0.6334763042400201,0.16232537562314941,0.15542149311955522
soldier_5g_dominant_u20_s151,soldier,5g_dominant,20,151,0.4776607200119622,0.4200000021633713,0.9411687613620743,0.06420981084386071,0.29999999621134055,CLUSTERING_COMPONENT,0.6301311504211128,-0.1524704304091506,0.33540466586374595
soldier_5g_dominant_u20_s152,soldier,5g_dominant,20,152,0.490220547063151,0.44000000315537646,0.9436102394540928,0.06454676462398741,0.29999999621134055,RULE_COMPONENT,0.6533266495627733,-0.16310610249962232,0.32276499044528273
soldier_5g_dominant_u20_s153,soldier,5g_dominant,20,153,0.4902600358040337,0.44000000315537646,0.9436584679829213,0.06436388723281618,0.29999999621134055,RULE_COMPONENT,0.6302513321062184,-0.1399912963021847,0.3096894462125672
soldier_5g_dominant_u60_s151,soldier,5g_dominant,60,151,0.7651715322180757,0.8941666556857941,0.9826921723815767,0.11334336192529973,0.42499985683512853,CLUSTERING_COMPONENT,0.6900022675555136,0.07516926466256202,0.13176949699351742
soldier_5g_dominant_u60_s152,soldier,5g_dominant,60,152,0.775766746673204,0.910416659020704,0.9824551414467244,0.10731356067266334,0.0,CLUSTERING_COMPONENT,0.6601931133171092,0.11557363335609483,0.12812299983737763
soldier_5g_dominant_u60_s153,soldier,5g_dominant,60,153,0.7338800702348266,0.8416666301992125,0.9815125866702394,0.10998703034840468,0.29999999621134055,RULE_COMPONENT,0.6850444383601648,0.04883563187466178,0.12922751686489262
soldier_5g_u100_s151,soldier,5g,100,151,0.7649789941598041,0.8807499633361244,0.9893435205564352,0.07204575987319503,0.0,CLUSTERING_COMPONENT,0.6474022858218581,0.11757670833794598,0.1314423714202176
soldier_5g_u100_s152,soldier,5g,100,152,0.6851553959691994,0.7454998797131528,0.9893907121240522,0.06328139926470247,0.0,RULE_COMPONENT,0.6238401651935238,0.06131523077567558,0.12966504231503256
soldier_5g_u100_s153,soldier,5g,100,153,0.7436406095033091,0.8407499411505885,0.9892994097658082,0.05422805085664004,0.29999999621134055,CLUSTERING_COMPONENT,0.6373165671248888,0.1063240423784203,0.15328135125740303
soldier_5g_u20_s151,soldier,5g,20,151,0.5216177843935518,0.49000000563538926,0.9490486748916094,0.06429591807056145,0.29999999621134055,RULE_COMPONENT,0.7266964644446693,-0.2050786800511175,0.30162306441291836
soldier_5g_u20_s152,soldier,5g,20,152,0.5216159644873222,0.49000000563538926,0.9490424111006835,0.06429761112721505,0.29999999621134055,CLUSTERING_COMPONENT,0.6967518654854944,-0.17513590099817222,0.3139688920232264
soldier_5g_u20_s153,soldier,5g,20,153,0.5154421404565197,0.48000000513938673,0.9480612021447967,0.06382108775541026,0.29999999621134055,CLUSTERING_COMPONENT,0.6464291654006168,-0.13098702494409709,0.33469225616797904
soldier_5g_u60_s151,soldier,5g,60,151,0.7565115923487764,0.8887499905610803,0.9824971520781418,0.14908460004938157,0.0,RULE_COMPONENT,0.6963116604815593,0.06019993186721706,0.13474705023692563
soldier_5g_u60_s152,soldier,5g,60,152,0.7800390360667565,0.9170833180622917,0.9825306341813952,0.10562408877311497,0.0,CLUSTERING_COMPONENT,0.6889319062946877,0.0911071297720688,0.13347713475244466
soldier_5g_u60_s153,soldier,5g,60,153,0.7745163561571108,0.9049999863490024,0.9828319291059064,0.09461078619178172,0.549999980807543,RULE_COMPONENT,0.682241329193236,0.0922750269638748,0.12039453745811134
soldier_default_mix_u100_s151,soldier,default_mix,100,151,0.7767930327387869,0.89550000177464,0.989682187245956,0.052850100916573405,0.5000000061313918,CLUSTERING_COMPONENT,0.6482770909248511,0.12851594181393577,0.14868163775902168
soldier_default_mix_u100_s152,soldier,default_mix,100,152,0.7344188223025723,0.8282498908159723,0.9896610996604919,0.06630924734756044,0.42499985683512853,CLUSTERING_COMPONENT,0.6468159958973826,0.08760282640518968,0.14750713923550726
soldier_default_mix_u100_s153,soldier,default_mix,100,153,0.7542342443540745,0.8609999575089906,0.989136103917893,0.06433170753862011,0.42499985683512853,CLUSTERING_COMPONENT,0.6577041348205339,0.09653010953354058,0.1481679446057971
soldier_default_mix_u20_s151,soldier,default_mix,20,151,0.49028256296001155,0.44000000315537646,0.9436432433078633,0.06418833173453423,0.29999999621134055,CLUSTERING_COMPONENT,0.6211912902397707,-0.13090872727975916,0.1459645188238578
soldier_default_mix_u20_s152,soldier,default_mix,20,152,0.4902360085753596,0.44000000315537646,0.9436960249478307,0.06458666369882643,0.29999999621134055,RULE_COMPONENT,0.6318259847751215,-0.14158997619976194,0.13163587084302142
soldier_default_mix_u20_s153,soldier,default_mix,20,153,0.5598362332461051,0.5750000082875819,0.9288931711747819,0.11591376346759694,0.29999999621134055,RULE_COMPONENT,0.6264251254295905,-0.0665888921834854,0.14480623561310063
soldier_default_mix_u60_s151,soldier,default_mix,60,151,0.7979222957518114,0.9395833020809893,0.9830115832554727,0.07720387540433513,0.6249998667551798,CLUSTERING_COMPONENT,0.6805720961992257,0.11735019955258574,0.14668318156818366
soldier_default_mix_u60_s152,soldier,default_mix,60,152,0.7844185743446754,0.9187499805226061,0.9822068080205297,0.08255410649347111,0.42499985683512853,RULE_COMPONENT,0.674488130234596,0.10993044411007946,0.13883856994687038
soldier_default_mix_u60_s153,soldier,default_mix,60,153,0.8042224510276735,0.9487499885240405,0.9829119118526456,0.0717034669994139,0.549999980807543,CLUSTERING_COMPONENT,0.7071869488279016,0.09703550219977197,0.1420669578117201
soldier_fiber_optic_u100_s151,soldier,fiber_optic,100,151,0.7493666685120763,0.8449999900486296,0.9894832751131016,0.033360961969178454,0.29999999621134055,CLUSTERING_COMPONENT,0.6495722073669552,0.09979446114512114,0.1496885366631127
soldier_fiber_optic_u100_s152,soldier,fiber_optic,100,152,0.793170953686124,0.9222499388382579,0.9895144969512907,0.05038422569768941,0.42499985683512853,RULE_COMPONENT,0.6593762696725582,0.13379468401356576,0.14881407520264717
soldier_fiber_optic_u100_s153,soldier,fiber_optic,100,153,0.765899710211219,0.8772499387714527,0.9891509822323644,0.05158665739829112,0.42499985683512853,CLUSTERING_COMPONENT,0.6446559888596456,0.12124372135157346,0.15528161951342417
soldier_fiber_optic_u20_s151,soldier,fiber_optic,20,151,0.5121779375061559,0.47500000582482227,0.9473684210526316,0.06442780834596896,0.0,RULE_COMPONENT,0.6955514490185725,-0.18337351151241654,0.29832260559459667
soldier_fiber_optic_u20_s152,soldier,fiber_optic,20,152,0.5124218769813851,0.47500000582482227,0.9483835440278905,0.06449341680320524,0.0,CLUSTERING_COMPONENT,0.6826220123415498,-0.17020013536016476,0.3403795559287152
soldier_fiber_optic_u20_s153,soldier,fiber_optic,20,153,0.5215765990338562,0.49000000563538926,0.949044909713247,0.06456421183792645,0.29999999621134055,RULE_COMPONENT,0.7347813509128361,-0.21320475187897991,0.14348388333149986
soldier_fiber_optic_u60_s151,soldier,fiber_optic,60,151,0.8091009418647188,0.9654166606092813,0.9829395392290379,0.10589292872072906,0.5000000061313918,RULE_COMPONENT,0.7041215953767475,0.10497934648797136,0.13939570197834072
soldier_fiber_optic_u60_s152,soldier,fiber_optic,60,152,0.7821293399881956,0.9149999941809717,0.9827765553126702,0.08376530232369976,0.549999980807543,CLUSTERING_COMPONENT,0.6908830966712046,0.09124624331699094,0.14155228174371237
soldier_fiber_optic_u60_s153,soldier,fiber_optic,60,153,0.8064168545346607,0.9554166632686124,0.9830137727717853,0.08391057746301969,0.549999980807543,CLUSTERING_COMPONENT,0.6908256227477522,0.11559123178690855,0.13844735207965558
soldier_wifi_dominant_u100_s151,soldier,wifi_dominant,100,151,0.7996517510311093,0.9372499982782114,0.9897031727829433,0.0674936075436894,0.29999999621134055,CLUSTERING_COMPONENT,0.6512271097422616,0.1484246412888477,0.11010642082570331
soldier_wifi_dominant_u100_s152,soldier,wifi_dominant,100,152,0.7527884563669447,0.8607499813162574,0.989298553456844,0.07324113858013825,0.0,CLUSTERING_COMPONENT,0.6597451143555957,0.093043342011349,0.10794232982126954
soldier_wifi_dominant_u100_s153,soldier,wifi_dominant,100,153,0.7586630056536182,0.8687499843440671,0.9894081085047142,0.06626008052667101,0.29999999621134055,RULE_COMPONENT,0.6432266075660793,0.11543639808753892,0.11474538531165678
soldier_wifi_dominant_u20_s151,soldier,wifi_dominant,20,151,0.4839754831349321,0.4300000026593739,0.9424823959688023,0.06430078301928495,0.29999999621134055,RULE_COMPONENT,0.5785541530979295,-0.09457866996299735,0.14092120309171777
soldier_wifi_dominant_u20_s152,soldier,wifi_dominant,20,152,0.4744550871316241,0.41500000284880684,0.9404324999461456,0.06435359709464254,0.0,CLUSTERING_COMPONENT,0.6109342969660647,-0.13647920983444062,0.172331121365843
soldier_wifi_dominant_u20_s153,soldier,wifi_dominant,20,153,0.49021805298537385,0.44000000315537646,0.9436882201111432,0.06469335957091855,0.29999999621134055,CLUSTERING_COMPONENT,0.6416751915579123,-0.15145713857253845,0.2578760519719898
soldier_wifi_dominant_u60_s151,soldier,wifi_dominant,60,151,0.8092072947027249,0.9599999869106598,0.982858682498297,0.08338245378830209,0.549999980807543,CLUSTERING_COMPONENT,0.679234644623597,0.12997265007912795,0.13602431839550233
soldier_wifi_dominant_u60_s152,soldier,wifi_dominant,60,152,0.7649800076567654,0.8849999972947491,0.9826025697527433,0.07780422105513174,0.0,CLUSTERING_COMPONENT,0.6789403221333359,0.08603968552342955,0.14038355271346223
soldier_wifi_dominant_u60_s153,soldier,wifi_dominant,60,153,0.7561002115708728,0.8754166494348232,0.9822491419711857,0.09808042388545042,0.42499985683512853,RULE_COMPONENT,0.6732294035495469,0.08287080802132596,0.12679530173243875
soldier_wifi_u100_s151,soldier,wifi,100,151,0.7610909466117546,0.8702499400106144,0.9896428000950853,0.05646478278923511,0.0,RULE_COMPONENT,0.6390539838221676,0.12203696278958698,0.1473144434428377
soldier_wifi_u100_s152,soldier,wifi,100,152,0.7266304349773526,0.8097498833881019,0.9897415983953103,0.044365964362240704,0.29999999621134055,CLUSTERING_COMPONENT,0.6385456342869528,0.08808480069039981,0.1451893231380854
soldier_wifi_u100_s153,soldier,wifi,100,153,0.7351512190204221,0.8279998914564954,0.9896805632861246,0.060459044500041664,0.29999999621134055,CLUSTERING_COMPONENT,0.6783318636404772,0.05681935537994498,0.13944141552414696
soldier_wifi_u20_s151,soldier,wifi,20,151,0.5278236070075855,0.5000000061313918,0.95,0.06450931114166465,0.5000000061313918,RULE_COMPONENT,0.6741730188941607,-0.14634941188657524,0.3171528376572922
soldier_wifi_u20_s152,soldier,wifi,20,152,0.49960340049611585,0.4550000048328171,0.9452104361261264,0.06466140956737318,0.0,CLUSTERING_COMPONENT,0.674259291069145,-0.1746558905730291,0.29071043337121183
soldier_wifi_u20_s153,soldier,wifi,20,153,0.5124057442871788,0.47500000582482227,0.948388279777364,0.06460886101370303,0.0,RULE_COMPONENT,0.6853192641148991,-0.1729135198277203,0.30206580633742436
soldier_wifi_u60_s151,soldier,wifi,60,151,0.7269745013695351,0.8324999870998817,0.9816882198391919,0.11965030566794586,0.0,CLUSTERING_COMPONENT,0.6892752680643155,0.037699233305219626,0.1351523898217009
soldier_wifi_u60_s152,soldier,wifi,60,152,0.773933436208328,0.9058333224156051,0.9828909481045848,0.1019286284478756,0.29999999621134055,RULE_COMPONENT,0.6886877469689096,0.08524568923941844,0.1124222645404843
soldier_wifi_u60_s153,soldier,wifi,60,153,0.7990850539010603,0.9441666652932632,0.9830119778584078,0.08778626492999696,0.549999980807543,RULE_COMPONENT,0.6855497431292006,0.11353531077185974,0.1180757044482111
